,i1,isoi1,i2,isoi2,f1,isof1,f2,isof2,V
700,8.0,1.0,4.0,2.0,3.0,1.0,7.0,2.0,1.677796
701,8.0,1.0,4.0,2.0,4.0,1.0,5.0,2.0,-1.663462
702,8.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0,1.677336
703,8.0,1.0,4.0,2.0,5.0,1.0,8.0,2.0,0.786187
704,8.0,1.0,4.0,2.0,7.0,1.0,5.0,2.0,-0.57533
705,8.0,1.0,4.0,2.0,8.0,1.0,4.0,2.0,-1.642405
706,8.0,1.0,4.0,2.0,8.0,1.0,7.0,2.0,-0.185091
707,8.0,1.0,5.0,2.0,3.0,1.0,5.0,2.0,1.276678
708,8.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,-1.548542
709,8.0,1.0,5.0,2.0,5.0,1.0,7.0,2.0,2.91488
710,8.0,1.0,5.0,2.0,8.0,1.0,5.0,2.0,-2.878889
711,8.0,1.0,6.0,2.0,3.0,1.0,6.0,2.0,-0.584016
712,8.0,1.0,6.0,2.0,4.0,1.0,3.0,2.0,-0.044665
713,8.0,1.0,6.0,2.0,4.0,1.0,8.0,2.0,0.588264
714,8.0,1.0,6.0,2.0,6.0,1.0,4.0,2.0,0.588352
715,8.0,1.0,6.0,2.0,6.0,1.0,7.0,2.0,0.275694
716,8.0,1.0,6.0,2.0,7.0,1.0,3.0,2.0,-0.57533
717,8.0,1.0,6.0,2.0,7.0,1.0,8.0,2.0,-0.064612
718,8.0,1.0,6.0,2.0,8.0,1.0,6.0,2.0,-0.201959
719,8.0,1.0,7.0,2.0,3.0,1.0,4.0,2.0,-0.014016
720,8.0,1.0,7.0,2.0,3.0,1.0,7.0,2.0,0.188517
721,8.0,1.0,7.0,2.0,4.0,1.0,5.0,2.0,-0.18595
722,8.0,1.0,7.0,2.0,5.0,1.0,3.0,2.0,0.187942
723,8.0,1.0,7.0,2.0,5.0,1.0,8.0,2.0,0.088358
724,8.0,1.0,7.0,2.0,7.0,1.0,5.0,2.0,-0.064612
725,8.0,1.0,7.0,2.0,8.0,1.0,4.0,2.0,-0.185091
726,8.0,1.0,7.0,2.0,8.0,1.0,7.0,2.0,-0.021026
727,8.0,1.0,8.0,2.0,3.0,1.0,3.0,2.0,-2.304509
728,8.0,1.0,8.0,2.0,3.0,1.0,8.0,2.0,0.13291
729,8.0,1.0,8.0,2.0,4.0,1.0,4.0,2.0,2.304509
730,8.0,1.0,8.0,2.0,4.0,1.0,7.0,2.0,-0.13291
731,8.0,1.0,8.0,2.0,5.0,1.0,6.0,2.0,3.188766
732,8.0,1.0,8.0,2.0,6.0,1.0,5.0,2.0,-3.188766
733,8.0,1.0,8.0,2.0,7.0,1.0,4.0,2.0,-0.581113
734,8.0,1.0,8.0,2.0,7.0,1.0,7.0,2.0,2.550952
735,8.0,1.0,8.0,2.0,8.0,1.0,3.0,2.0,0.581113
736,8.0,1.0,8.0,2.0,8.0,1.0,8.0,2.0,-2.550952
737,9.0,1.0,10.0,1.0,3.0,1.0,4.0,1.0,-5.373267
738,9.0,1.0,10.0,1.0,3.0,1.0,7.0,1.0,-0.922948
739,9.0,1.0,10.0,1.0,4.0,1.0,8.0,1.0,0.922948
740,9.0,1.0,10.0,1.0,5.0,1.0,6.0,1.0,2.717513
741,9.0,1.0,10.0,1.0,7.0,1.0,8.0,1.0,2.537542
742,9.0,1.0,10.0,1.0,9.0,1.0,10.0,1.0,-5.772473
743,9.0,1.0,10.0,1.0,9.0,1.0,13.0,1.0,-0.693223
744,9.0,1.0,10.0,1.0,10.0,1.0,14.0,1.0,0.693223
745,9.0,1.0,10.0,1.0,11.0,1.0,12.0,1.0,-2.785682
746,9.0,1.0,10.0,1.0,13.0,1.0,14.0,1.0,1.218441
747,9.0,1.0,10.0,1.0,15.0,1.0,16.0,1.0,1.073403
748,9.0,1.0,11.0,1.0,3.0,1.0,6.0,1.0,-1.269679
749,9.0,1.0,11.0,1.0,4.0,1.0,7.0,1.0,1.349782
750,9.0,1.0,11.0,1.0,6.0,1.0,8.0,1.0,0.466117
751,9.0,1.0,11.0,1.0,9.0,1.0,11.0,1.0,-2.119579
752,9.0,1.0,11.0,1.0,10.0,1.0,13.0,1.0,-0.88879
753,9.0,1.0,11.0,1.0,11.0,1.0,14.0,1.0,-0.023593
754,9.0,1.0,11.0,1.0,12.0,1.0,15.0,1.0,0.863357
755,9.0,1.0,12.0,1.0,3.0,1.0,5.0,1.0,-0.654062
756,9.0,1.0,12.0,1.0,5.0,1.0,8.0,1.0,-1.53824
757,9.0,1.0,12.0,1.0,9.0,1.0,12.0,1.0,-0.666103
758,9.0,1.0,12.0,1.0,10.0,1.0,16.0,1.0,0.057135
759,9.0,1.0,12.0,1.0,12.0,1.0,14.0,1.0,0.666392
760,9.0,1.0,12.0,1.0,13.0,1.0,16.0,1.0,-0.271065
761,9.0,1.0,13.0,1.0,3.0,1.0,4.0,1.0,-1.526142
762,9.0,1.0,13.0,1.0,3.0,1.0,7.0,1.0,-0.31405
763,9.0,1.0,13.0,1.0,4.0,1.0,8.0,1.0,0.31405
764,9.0,1.0,13.0,1.0,5.0,1.0,6.0,1.0,0.475992
765,9.0,1.0,13.0,1.0,7.0,1.0,8.0,1.0,0.567779
766,9.0,1.0,13.0,1.0,9.0,1.0,10.0,1.0,-0.693223
767,9.0,1.0,13.0,1.0,9.0,1.0,13.0,1.0,-0.72897
768,9.0,1.0,13.0,1.0,10.0,1.0,14.0,1.0,0.72897
769,9.0,1.0,13.0,1.0,11.0,1.0,12.0,1.0,-0.642799
770,9.0,1.0,13.0,1.0,13.0,1.0,14.0,1.0,0.04413
771,9.0,1.0,13.0,1.0,15.0,1.0,16.0,1.0,0.406201
772,9.0,1.0,14.0,1.0,3.0,1.0,8.0,1.0,0.433332
773,9.0,1.0,14.0,1.0,4.0,1.0,5.0,1.0,-0.347431
774,9.0,1.0,14.0,1.0,5.0,1.0,7.0,1.0,0.15349
775,9.0,1.0,14.0,1.0,9.0,1.0,14.0,1.0,-0.489471
776,9.0,1.0,14.0,1.0,10.0,1.0,12.0,1.0,-0.88879
777,9.0,1.0,14.0,1.0,11.0,1.0,16.0,1.0,0.517458
778,9.0,1.0,14.0,1.0,12.0,1.0,13.0,1.0,-0.253651
779,9.0,1.0,15.0,1.0,4.0,1.0,6.0,1.0,-0.46595
780,9.0,1.0,15.0,1.0,6.0,1.0,7.0,1.0,-0.984039
781,9.0,1.0,15.0,1.0,9.0,1.0,15.0,1.0,-0.725617
782,9.0,1.0,15.0,1.0,10.0,1.0,11.0,1.0,0.057135
783,9.0,1.0,15.0,1.0,11.0,1.0,13.0,1.0,-0.246393
784,9.0,1.0,15.0,1.0,14.0,1.0,15.0,1.0,-0.095563
785,9.0,1.0,16.0,1.0,9.0,1.0,16.0,1.0,-0.347786
786,9.0,1.0,16.0,1.0,14.0,1.0,16.0,1.0,-0.310638
787,9.0,1.0,3.0,2.0,9.0,1.0,3.0,2.0,-2.036905
788,9.0,1.0,3.0,2.0,9.0,1.0,8.0,2.0,-0.606895
789,9.0,1.0,3.0,2.0,10.0,1.0,4.0,2.0,2.036905
790,9.0,1.0,3.0,2.0,10.0,1.0,7.0,2.0,0.606895
791,9.0,1.0,3.0,2.0,11.0,1.0,5.0,2.0,-0.706682
792,9.0,1.0,3.0,2.0,12.0,1.0,6.0,2.0,0.706682
793,9.0,1.0,3.0,2.0,13.0,1.0,4.0,2.0,0.463141
794,9.0,1.0,3.0,2.0,13.0,1.0,7.0,2.0,-0.120218
795,9.0,1.0,3.0,2.0,14.0,1.0,3.0,2.0,-0.463141
796,9.0,1.0,3.0,2.0,14.0,1.0,8.0,2.0,0.120218
797,9.0,1.0,4.0,2.0,9.0,1.0,4.0,2.0,-0.471404
798,9.0,1.0,4.0,2.0,9.0,1.0,7.0,2.0,0.050547
799,9.0,1.0,4.0,2.0,10.0,1.0,5.0,2.0,-0.288422
800,9.0,1.0,4.0,2.0,12.0,1.0,3.0,2.0,-0.821282
801,9.0,1.0,4.0,2.0,12.0,1.0,8.0,2.0,-0.123028
802,9.0,1.0,4.0,2.0,13.0,1.0,5.0,2.0,0.044796
803,9.0,1.0,4.0,2.0,14.0,1.0,4.0,2.0,-0.257154
804,9.0,1.0,4.0,2.0,14.0,1.0,7.0,2.0,-0.144136
805,9.0,1.0,4.0,2.0,16.0,1.0,6.0,2.0,0.787627
806,9.0,1.0,5.0,2.0,9.0,1.0,5.0,2.0,-0.332157
807,9.0,1.0,5.0,2.0,12.0,1.0,4.0,2.0,0.16482
808,9.0,1.0,5.0,2.0,12.0,1.0,7.0,2.0,-0.666763
809,9.0,1.0,5.0,2.0,14.0,1.0,5.0,2.0,-0.27219
810,9.0,1.0,5.0,2.0,16.0,1.0,3.0,2.0,-0.446561
811,9.0,1.0,5.0,2.0,16.0,1.0,8.0,2.0,-0.212584
812,9.0,1.0,6.0,2.0,9.0,1.0,6.0,2.0,-1.057762
813,9.0,1.0,6.0,2.0,10.0,1.0,3.0,2.0,-0.288422
814,9.0,1.0,6.0,2.0,10.0,1.0,8.0,2.0,0.955866
815,9.0,1.0,6.0,2.0,11.0,1.0,4.0,2.0,0.283988
816,9.0,1.0,6.0,2.0,11.0,1.0,7.0,2.0,0.396459
817,9.0,1.0,6.0,2.0,13.0,1.0,3.0,2.0,0.182469
818,9.0,1.0,6.0,2.0,13.0,1.0,8.0,2.0,0.077841
819,9.0,1.0,6.0,2.0,14.0,1.0,6.0,2.0,0.032663
820,9.0,1.0,6.0,2.0,15.0,1.0,5.0,2.0,0.771534
821,9.0,1.0,7.0,2.0,9.0,1.0,4.0,2.0,0.050547
822,9.0,1.0,7.0,2.0,9.0,1.0,7.0,2.0,-0.984545
823,9.0,1.0,7.0,2.0,10.0,1.0,5.0,2.0,0.955866
824,9.0,1.0,7.0,2.0,12.0,1.0,3.0,2.0,-0.73893
825,9.0,1.0,7.0,2.0,12.0,1.0,8.0,2.0,-0.491062
826,9.0,1.0,7.0,2.0,13.0,1.0,5.0,2.0,-0.000818
827,9.0,1.0,7.0,2.0,14.0,1.0,4.0,2.0,-0.327937
828,9.0,1.0,7.0,2.0,14.0,1.0,7.0,2.0,-0.16811
829,9.0,1.0,7.0,2.0,16.0,1.0,6.0,2.0,-0.402084
830,9.0,1.0,8.0,2.0,9.0,1.0,3.0,2.0,-0.606895
831,9.0,1.0,8.0,2.0,9.0,1.0,8.0,2.0,-0.491596
832,9.0,1.0,8.0,2.0,10.0,1.0,4.0,2.0,0.606895
833,9.0,1.0,8.0,2.0,10.0,1.0,7.0,2.0,0.491596
834,9.0,1.0,8.0,2.0,11.0,1.0,5.0,2.0,0.396654
835,9.0,1.0,8.0,2.0,12.0,1.0,6.0,2.0,-0.396654
836,9.0,1.0,8.0,2.0,13.0,1.0,4.0,2.0,0.063583
837,9.0,1.0,8.0,2.0,13.0,1.0,7.0,2.0,0.189809
838,9.0,1.0,8.0,2.0,14.0,1.0,3.0,2.0,-0.063583
839,9.0,1.0,8.0,2.0,14.0,1.0,8.0,2.0,-0.189809
840,10.0,1.0,11.0,1.0,4.0,1.0,6.0,1.0,-0.654062
841,10.0,1.0,11.0,1.0,6.0,1.0,7.0,1.0,-1.53824
842,10.0,1.0,11.0,1.0,9.0,1.0,15.0,1.0,0.057135
843,10.0,1.0,11.0,1.0,10.0,1.0,11.0,1.0,-0.666103
844,10.0,1.0,11.0,1.0,11.0,1.0,13.0,1.0,0.666392
845,10.0,1.0,11.0,1.0,14.0,1.0,15.0,1.0,-0.271065
846,10.0,1.0,12.0,1.0,3.0,1.0,8.0,1.0,1.349782
847,10.0,1.0,12.0,1.0,4.0,1.0,5.0,1.0,-1.269679
848,10.0,1.0,12.0,1.0,5.0,1.0,7.0,1.0,0.466117
849,10.0,1.0,12.0,1.0,9.0,1.0,14.0,1.0,-0.88879
850,10.0,1.0,12.0,1.0,10.0,1.0,12.0,1.0,-2.119579
851,10.0,1.0,12.0,1.0,11.0,1.0,16.0,1.0,0.863357
852,10.0,1.0,12.0,1.0,12.0,1.0,13.0,1.0,-0.023593
853,10.0,1.0,13.0,1.0,3.0,1.0,6.0,1.0,-0.347431
854,10.0,1.0,13.0,1.0,4.0,1.0,7.0,1.0,0.433332
855,10.0,1.0,13.0,1.0,6.0,1.0,8.0,1.0,0.15349
856,10.0,1.0,13.0,1.0,9.0,1.0,11.0,1.0,-0.88879
857,10.0,1.0,13.0,1.0,10.0,1.0,13.0,1.0,-0.489471
858,10.0,1.0,13.0,1.0,11.0,1.0,14.0,1.0,-0.253651
859,10.0,1.0,13.0,1.0,12.0,1.0,15.0,1.0,0.517458
860,10.0,1.0,14.0,1.0,3.0,1.0,4.0,1.0,1.526142
861,10.0,1.0,14.0,1.0,3.0,1.0,7.0,1.0,0.31405
862,10.0,1.0,14.0,1.0,4.0,1.0,8.0,1.0,-0.31405
863,10.0,1.0,14.0,1.0,5.0,1.0,6.0,1.0,-0.475992
864,10.0,1.0,14.0,1.0,7.0,1.0,8.0,1.0,-0.567779
865,10.0,1.0,14.0,1.0,9.0,1.0,10.0,1.0,0.693223
866,10.0,1.0,14.0,1.0,9.0,1.0,13.0,1.0,0.72897
867,10.0,1.0,14.0,1.0,10.0,1.0,14.0,1.0,-0.72897
868,10.0,1.0,14.0,1.0,11.0,1.0,12.0,1.0,0.642799
869,10.0,1.0,14.0,1.0,13.0,1.0,14.0,1.0,-0.04413
870,10.0,1.0,14.0,1.0,15.0,1.0,16.0,1.0,-0.406201
871,10.0,1.0,15.0,1.0,10.0,1.0,15.0,1.0,-0.347786
872,10.0,1.0,15.0,1.0,13.0,1.0,15.0,1.0,-0.310638
873,10.0,1.0,16.0,1.0,3.0,1.0,5.0,1.0,-0.46595
874,10.0,1.0,16.0,1.0,5.0,1.0,8.0,1.0,-0.984039
875,10.0,1.0,16.0,1.0,9.0,1.0,12.0,1.0,0.057135
876,10.0,1.0,16.0,1.0,10.0,1.0,16.0,1.0,-0.725617
877,10.0,1.0,16.0,1.0,12.0,1.0,14.0,1.0,-0.246393
878,10.0,1.0,16.0,1.0,13.0,1.0,16.0,1.0,-0.095563
879,10.0,1.0,3.0,2.0,9.0,1.0,6.0,2.0,-0.288422
880,10.0,1.0,3.0,2.0,10.0,1.0,3.0,2.0,-0.471404
881,10.0,1.0,3.0,2.0,10.0,1.0,8.0,2.0,0.050547
882,10.0,1.0,3.0,2.0,11.0,1.0,4.0,2.0,-0.821282
883,10.0,1.0,3.0,2.0,11.0,1.0,7.0,2.0,-0.123028
884,10.0,1.0,3.0,2.0,13.0,1.0,3.0,2.0,-0.257154
885,10.0,1.0,3.0,2.0,13.0,1.0,8.0,2.0,-0.144136
886,10.0,1.0,3.0,2.0,14.0,1.0,6.0,2.0,0.044796
887,10.0,1.0,3.0,2.0,15.0,1.0,5.0,2.0,0.787627
888,10.0,1.0,4.0,2.0,9.0,1.0,3.0,2.0,2.036905
889,10.0,1.0,4.0,2.0,9.0,1.0,8.0,2.0,0.606895
890,10.0,1.0,4.0,2.0,10.0,1.0,4.0,2.0,-2.036905
891,10.0,1.0,4.0,2.0,10.0,1.0,7.0,2.0,-0.606895
892,10.0,1.0,4.0,2.0,11.0,1.0,5.0,2.0,0.706682
893,10.0,1.0,4.0,2.0,12.0,1.0,6.0,2.0,-0.706682
894,10.0,1.0,4.0,2.0,13.0,1.0,4.0,2.0,-0.463141
895,10.0,1.0,4.0,2.0,13.0,1.0,7.0,2.0,0.120218
896,10.0,1.0,4.0,2.0,14.0,1.0,3.0,2.0,0.463141
897,10.0,1.0,4.0,2.0,14.0,1.0,8.0,2.0,-0.120218
898,10.0,1.0,5.0,2.0,9.0,1.0,4.0,2.0,-0.288422
899,10.0,1.0,5.0,2.0,9.0,1.0,7.0,2.0,0.955866
900,10.0,1.0,5.0,2.0,10.0,1.0,5.0,2.0,-1.057762
901,10.0,1.0,5.0,2.0,12.0,1.0,3.0,2.0,0.283988
902,10.0,1.0,5.0,2.0,12.0,1.0,8.0,2.0,0.396459
903,10.0,1.0,5.0,2.0,13.0,1.0,5.0,2.0,0.032663
904,10.0,1.0,5.0,2.0,14.0,1.0,4.0,2.0,0.182469
905,10.0,1.0,5.0,2.0,14.0,1.0,7.0,2.0,0.077841
906,10.0,1.0,5.0,2.0,16.0,1.0,6.0,2.0,0.771534
907,10.0,1.0,6.0,2.0,10.0,1.0,6.0,2.0,-0.332157
908,10.0,1.0,6.0,2.0,11.0,1.0,3.0,2.0,0.16482
909,10.0,1.0,6.0,2.0,11.0,1.0,8.0,2.0,-0.666763
910,10.0,1.0,6.0,2.0,13.0,1.0,6.0,2.0,-0.27219
911,10.0,1.0,6.0,2.0,15.0,1.0,4.0,2.0,-0.446561
912,10.0,1.0,6.0,2.0,15.0,1.0,7.0,2.0,-0.212584
913,10.0,1.0,7.0,2.0,9.0,1.0,3.0,2.0,0.606895
914,10.0,1.0,7.0,2.0,9.0,1.0,8.0,2.0,0.491596
915,10.0,1.0,7.0,2.0,10.0,1.0,4.0,2.0,-0.606895
916,10.0,1.0,7.0,2.0,10.0,1.0,7.0,2.0,-0.491596
917,10.0,1.0,7.0,2.0,11.0,1.0,5.0,2.0,-0.396654
918,10.0,1.0,7.0,2.0,12.0,1.0,6.0,2.0,0.396654
919,10.0,1.0,7.0,2.0,13.0,1.0,4.0,2.0,-0.063583
920,10.0,1.0,7.0,2.0,13.0,1.0,7.0,2.0,-0.189809
921,10.0,1.0,7.0,2.0,14.0,1.0,3.0,2.0,0.063583
922,10.0,1.0,7.0,2.0,14.0,1.0,8.0,2.0,0.189809
923,10.0,1.0,8.0,2.0,9.0,1.0,6.0,2.0,0.955866
924,10.0,1.0,8.0,2.0,10.0,1.0,3.0,2.0,0.050547
925,10.0,1.0,8.0,2.0,10.0,1.0,8.0,2.0,-0.984545
926,10.0,1.0,8.0,2.0,11.0,1.0,4.0,2.0,-0.73893
927,10.0,1.0,8.0,2.0,11.0,1.0,7.0,2.0,-0.491062
928,10.0,1.0,8.0,2.0,13.0,1.0,3.0,2.0,-0.327937
929,10.0,1.0,8.0,2.0,13.0,1.0,8.0,2.0,-0.16811
930,10.0,1.0,8.0,2.0,14.0,1.0,6.0,2.0,-0.000818
931,10.0,1.0,8.0,2.0,15.0,1.0,5.0,2.0,-0.402084
932,11.0,1.0,12.0,1.0,3.0,1.0,4.0,1.0,-4.437184
933,11.0,1.0,12.0,1.0,3.0,1.0,7.0,1.0,-0.363533
934,11.0,1.0,12.0,1.0,4.0,1.0,8.0,1.0,0.363533
935,11.0,1.0,12.0,1.0,5.0,1.0,6.0,1.0,3.315977
936,11.0,1.0,12.0,1.0,7.0,1.0,8.0,1.0,3.066844
937,11.0,1.0,12.0,1.0,9.0,1.0,10.0,1.0,-2.785682
938,11.0,1.0,12.0,1.0,9.0,1.0,13.0,1.0,-0.642799
939,11.0,1.0,12.0,1.0,10.0,1.0,14.0,1.0,0.642799
940,11.0,1.0,12.0,1.0,11.0,1.0,12.0,1.0,-3.866091
941,11.0,1.0,12.0,1.0,13.0,1.0,14.0,1.0,1.336182
942,11.0,1.0,12.0,1.0,15.0,1.0,16.0,1.0,1.908541
943,11.0,1.0,13.0,1.0,4.0,1.0,6.0,1.0,0.516049
944,11.0,1.0,13.0,1.0,6.0,1.0,7.0,1.0,1.321544
945,11.0,1.0,13.0,1.0,9.0,1.0,15.0,1.0,-0.246393
946,11.0,1.0,13.0,1.0,10.0,1.0,11.0,1.0,0.666392
947,11.0,1.0,13.0,1.0,11.0,1.0,13.0,1.0,-0.819804
948,11.0,1.0,13.0,1.0,14.0,1.0,15.0,1.0,0.55561
949,11.0,1.0,14.0,1.0,3.0,1.0,6.0,1.0,0.338528
950,11.0,1.0,14.0,1.0,4.0,1.0,7.0,1.0,-0.230516
951,11.0,1.0,14.0,1.0,6.0,1.0,8.0,1.0,-0.071581
952,11.0,1.0,14.0,1.0,9.0,1.0,11.0,1.0,-0.023593
953,11.0,1.0,14.0,1.0,10.0,1.0,13.0,1.0,-0.253651
954,11.0,1.0,14.0,1.0,11.0,1.0,14.0,1.0,-0.516378
955,11.0,1.0,14.0,1.0,12.0,1.0,15.0,1.0,0.364849
956,11.0,1.0,15.0,1.0,11.0,1.0,15.0,1.0,-0.252362
957,11.0,1.0,16.0,1.0,3.0,1.0,8.0,1.0,-1.880951
958,11.0,1.0,16.0,1.0,4.0,1.0,5.0,1.0,1.871374
959,11.0,1.0,16.0,1.0,5.0,1.0,7.0,1.0,-0.674116
960,11.0,1.0,16.0,1.0,9.0,1.0,14.0,1.0,0.517458
961,11.0,1.0,16.0,1.0,10.0,1.0,12.0,1.0,0.863357
962,11.0,1.0,16.0,1.0,11.0,1.0,16.0,1.0,-1.656178
963,11.0,1.0,16.0,1.0,12.0,1.0,13.0,1.0,0.364849
964,11.0,1.0,3.0,2.0,10.0,1.0,6.0,2.0,0.16482
965,11.0,1.0,3.0,2.0,11.0,1.0,3.0,2.0,-0.081991
966,11.0,1.0,3.0,2.0,11.0,1.0,8.0,2.0,0.332307
967,11.0,1.0,3.0,2.0,13.0,1.0,6.0,2.0,0.135337
968,11.0,1.0,3.0,2.0,15.0,1.0,4.0,2.0,0.222185
969,11.0,1.0,3.0,2.0,15.0,1.0,7.0,2.0,0.106075
970,11.0,1.0,4.0,2.0,9.0,1.0,6.0,2.0,0.283988
971,11.0,1.0,4.0,2.0,10.0,1.0,3.0,2.0,-0.821282
972,11.0,1.0,4.0,2.0,10.0,1.0,8.0,2.0,-0.73893
973,11.0,1.0,4.0,2.0,11.0,1.0,4.0,2.0,-2.151115
974,11.0,1.0,4.0,2.0,11.0,1.0,7.0,2.0,-0.61318
975,11.0,1.0,4.0,2.0,13.0,1.0,3.0,2.0,-0.797854
976,11.0,1.0,4.0,2.0,13.0,1.0,8.0,2.0,-0.317055
977,11.0,1.0,4.0,2.0,14.0,1.0,6.0,2.0,-0.023017
978,11.0,1.0,4.0,2.0,15.0,1.0,5.0,2.0,1.217375
979,11.0,1.0,5.0,2.0,9.0,1.0,3.0,2.0,-0.706682
980,11.0,1.0,5.0,2.0,9.0,1.0,8.0,2.0,0.396654
981,11.0,1.0,5.0,2.0,10.0,1.0,4.0,2.0,0.706682
982,11.0,1.0,5.0,2.0,10.0,1.0,7.0,2.0,-0.396654
983,11.0,1.0,5.0,2.0,11.0,1.0,5.0,2.0,-1.442404
984,11.0,1.0,5.0,2.0,12.0,1.0,6.0,2.0,1.442404
985,11.0,1.0,5.0,2.0,13.0,1.0,4.0,2.0,0.300221
986,11.0,1.0,5.0,2.0,13.0,1.0,7.0,2.0,-0.490321
987,11.0,1.0,5.0,2.0,14.0,1.0,3.0,2.0,-0.300221
988,11.0,1.0,5.0,2.0,14.0,1.0,8.0,2.0,0.490321
989,11.0,1.0,6.0,2.0,11.0,1.0,6.0,2.0,-0.207151
990,11.0,1.0,6.0,2.0,15.0,1.0,3.0,2.0,0.288461
991,11.0,1.0,6.0,2.0,15.0,1.0,8.0,2.0,-0.56814
992,11.0,1.0,7.0,2.0,9.0,1.0,6.0,2.0,0.396459
993,11.0,1.0,7.0,2.0,10.0,1.0,3.0,2.0,-0.123028
994,11.0,1.0,7.0,2.0,10.0,1.0,8.0,2.0,-0.491062
995,11.0,1.0,7.0,2.0,11.0,1.0,4.0,2.0,-0.61318
996,11.0,1.0,7.0,2.0,11.0,1.0,7.0,2.0,-0.326699
997,11.0,1.0,7.0,2.0,13.0,1.0,3.0,2.0,-0.185138
998,11.0,1.0,7.0,2.0,13.0,1.0,8.0,2.0,-0.251699
999,11.0,1.0,7.0,2.0,14.0,1.0,6.0,2.0,0.15088
1000,11.0,1.0,7.0,2.0,15.0,1.0,5.0,2.0,-0.105974
1001,11.0,1.0,8.0,2.0,10.0,1.0,6.0,2.0,-0.666763
1002,11.0,1.0,8.0,2.0,11.0,1.0,3.0,2.0,0.332307
1003,11.0,1.0,8.0,2.0,11.0,1.0,8.0,2.0,-1.362973
1004,11.0,1.0,8.0,2.0,13.0,1.0,6.0,2.0,-0.552071
1005,11.0,1.0,8.0,2.0,15.0,1.0,4.0,2.0,-0.9072
1006,11.0,1.0,8.0,2.0,15.0,1.0,7.0,2.0,-0.43663
1007,12.0,1.0,13.0,1.0,3.0,1.0,8.0,1.0,-0.230516
1008,12.0,1.0,13.0,1.0,4.0,1.0,5.0,1.0,0.338528
1009,12.0,1.0,13.0,1.0,5.0,1.0,7.0,1.0,-0.071581
1010,12.0,1.0,13.0,1.0,9.0,1.0,14.0,1.0,-0.253651
1011,12.0,1.0,13.0,1.0,10.0,1.0,12.0,1.0,-0.023593
1012,12.0,1.0,13.0,1.0,11.0,1.0,16.0,1.0,0.364849
1013,12.0,1.0,13.0,1.0,12.0,1.0,13.0,1.0,-0.516378
1014,12.0,1.0,14.0,1.0,3.0,1.0,5.0,1.0,0.516049
1015,12.0,1.0,14.0,1.0,5.0,1.0,8.0,1.0,1.321544
1016,12.0,1.0,14.0,1.0,9.0,1.0,12.0,1.0,0.666392
1017,12.0,1.0,14.0,1.0,10.0,1.0,16.0,1.0,-0.246393
1018,12.0,1.0,14.0,1.0,12.0,1.0,14.0,1.0,-0.819804
1019,12.0,1.0,14.0,1.0,13.0,1.0,16.0,1.0,0.55561
1020,12.0,1.0,15.0,1.0,3.0,1.0,6.0,1.0,1.871374
1021,12.0,1.0,15.0,1.0,4.0,1.0,7.0,1.0,-1.880951
1022,12.0,1.0,15.0,1.0,6.0,1.0,8.0,1.0,-0.674116
1023,12.0,1.0,15.0,1.0,9.0,1.0,11.0,1.0,0.863357
1024,12.0,1.0,15.0,1.0,10.0,1.0,13.0,1.0,0.517458
1025,12.0,1.0,15.0,1.0,11.0,1.0,14.0,1.0,0.364849
1026,12.0,1.0,15.0,1.0,12.0,1.0,15.0,1.0,-1.656178
1027,12.0,1.0,16.0,1.0,12.0,1.0,16.0,1.0,-0.252362
1028,12.0,1.0,3.0,2.0,9.0,1.0,4.0,2.0,-0.821282
1029,12.0,1.0,3.0,2.0,9.0,1.0,7.0,2.0,-0.73893
1030,12.0,1.0,3.0,2.0,10.0,1.0,5.0,2.0,0.283988
1031,12.0,1.0,3.0,2.0,12.0,1.0,3.0,2.0,-2.151115
1032,12.0,1.0,3.0,2.0,12.0,1.0,8.0,2.0,-0.61318
1033,12.0,1.0,3.0,2.0,13.0,1.0,5.0,2.0,-0.023017
1034,12.0,1.0,3.0,2.0,14.0,1.0,4.0,2.0,-0.797854
1035,12.0,1.0,3.0,2.0,14.0,1.0,7.0,2.0,-0.317055
1036,12.0,1.0,3.0,2.0,16.0,1.0,6.0,2.0,1.217375
1037,12.0,1.0,4.0,2.0,9.0,1.0,5.0,2.0,0.16482
1038,12.0,1.0,4.0,2.0,12.0,1.0,4.0,2.0,-0.081991
1039,12.0,1.0,4.0,2.0,12.0,1.0,7.0,2.0,0.332307
1040,12.0,1.0,4.0,2.0,14.0,1.0,5.0,2.0,0.135337
1041,12.0,1.0,4.0,2.0,16.0,1.0,3.0,2.0,0.222185
1042,12.0,1.0,4.0,2.0,16.0,1.0,8.0,2.0,0.106075
1043,12.0,1.0,5.0,2.0,12.0,1.0,5.0,2.0,-0.207151
1044,12.0,1.0,5.0,2.0,16.0,1.0,4.0,2.0,0.288461
1045,12.0,1.0,5.0,2.0,16.0,1.0,7.0,2.0,-0.56814
1046,12.0,1.0,6.0,2.0,9.0,1.0,3.0,2.0,0.706682
1047,12.0,1.0,6.0,2.0,9.0,1.0,8.0,2.0,-0.396654
1048,12.0,1.0,6.0,2.0,10.0,1.0,4.0,2.0,-0.706682
1049,12.0,1.0,6.0,2.0,10.0,1.0,7.0,2.0,0.396654
1050,12.0,1.0,6.0,2.0,11.0,1.0,5.0,2.0,1.442404
