,i,j,k,l,V_ijkl
0,1,0,0,1,-0.067
1,0,1,1,0,-0.067
2,2,3,1,0,-0.067
3,1,0,2,3,-0.067
4,3,2,2,3,-0.067
5,2,3,3,2,-0.067
6,7,6,6,7,-0.077
7,6,7,7,6,-0.077
8,8,9,7,6,-0.077
9,7,6,8,9,-0.077
10,9,8,8,9,-0.077
11,8,9,9,8,-0.077
