,i,j,k,l,V_ijkl
119,17.0,16.0,12.0,13.0,-0.96002
120,6.0,7.0,13.0,12.0,-2.138134
121,7.0,6.0,13.0,12.0,2.138134
122,8.0,9.0,13.0,12.0,-1.195934
123,9.0,8.0,13.0,12.0,1.195934
124,10.0,11.0,13.0,12.0,-1.544689
125,11.0,10.0,13.0,12.0,1.544689
126,12.0,13.0,13.0,12.0,-1.905411
127,13.0,12.0,13.0,12.0,1.905411
128,14.0,15.0,13.0,12.0,-1.145366
129,15.0,14.0,13.0,12.0,1.145366
130,16.0,17.0,13.0,12.0,-0.96002
131,17.0,16.0,13.0,12.0,0.96002
132,6.0,7.0,14.0,15.0,1.5673
133,7.0,6.0,14.0,15.0,-1.5673
134,8.0,9.0,14.0,15.0,1.753611
135,9.0,8.0,14.0,15.0,-1.753611
136,10.0,11.0,14.0,15.0,1.549485
137,11.0,10.0,14.0,15.0,-1.549485
138,12.0,13.0,14.0,15.0,1.145366
139,13.0,12.0,14.0,15.0,-1.145366
140,14.0,15.0,14.0,15.0,1.594499
141,15.0,14.0,14.0,15.0,-1.594499
142,16.0,17.0,14.0,15.0,1.25299
143,17.0,16.0,14.0,15.0,-1.25299
144,6.0,7.0,15.0,14.0,-1.5673
145,7.0,6.0,15.0,14.0,1.5673
146,8.0,9.0,15.0,14.0,-1.753611
147,9.0,8.0,15.0,14.0,1.753611
148,10.0,11.0,15.0,14.0,-1.549485
149,11.0,10.0,15.0,14.0,1.549485
150,12.0,13.0,15.0,14.0,-1.145366
151,13.0,12.0,15.0,14.0,1.145366
152,14.0,15.0,15.0,14.0,-1.594499
153,15.0,14.0,15.0,14.0,1.594499
154,16.0,17.0,15.0,14.0,-1.25299
155,17.0,16.0,15.0,14.0,1.25299
156,6.0,7.0,16.0,17.0,1.279761
157,7.0,6.0,16.0,17.0,-1.279761
158,8.0,9.0,16.0,17.0,2.02664
159,9.0,8.0,16.0,17.0,-2.02664
160,10.0,11.0,16.0,17.0,1.54858
161,11.0,10.0,16.0,17.0,-1.54858
162,12.0,13.0,16.0,17.0,0.96002
163,13.0,12.0,16.0,17.0,-0.96002
164,14.0,15.0,16.0,17.0,1.25299
165,15.0,14.0,16.0,17.0,-1.25299
166,16.0,17.0,16.0,17.0,1.763787
167,17.0,16.0,16.0,17.0,-1.763787
168,6.0,7.0,17.0,16.0,-1.279761
169,7.0,6.0,17.0,16.0,1.279761
170,8.0,9.0,17.0,16.0,-2.02664
171,9.0,8.0,17.0,16.0,2.02664
172,10.0,11.0,17.0,16.0,-1.54858
173,11.0,10.0,17.0,16.0,1.54858
174,12.0,13.0,17.0,16.0,-0.96002
175,13.0,12.0,17.0,16.0,0.96002
176,14.0,15.0,17.0,16.0,-1.25299
177,15.0,14.0,17.0,16.0,1.25299
178,16.0,17.0,17.0,16.0,-1.763787
179,17.0,16.0,17.0,16.0,1.763787
