,q_i1,q_i2,q_f1,q_f2,V_ffii
0,1.0,0.0,0.0,1.0,-12.92433
1,1.0,0.0,2.0,3.0,-5.92483
2,1.0,0.0,4.0,5.0,-6.42081
3,3.0,2.0,2.0,3.0,-6.2218
4,3.0,2.0,4.0,5.0,-3.7937
5,5.0,4.0,4.0,5.0,-6.1379
6,9.0,8.0,8.0,9.0,-12.52288
7,9.0,8.0,10.0,11.0,-6.28347
8,9.0,8.0,12.0,13.0,-6.49777
9,11.0,10.0,10.0,11.0,-7.12469
10,11.0,10.0,12.0,13.0,-3.83218
11,13.0,12.0,12.0,13.0,-6.33433
