,i,j,k,l,V_ijkl
65,9.0,8.0,8.0,9.0,-5.975675
66,10.0,11.0,8.0,9.0,3.140024
67,11.0,10.0,8.0,9.0,-3.140024
68,12.0,13.0,8.0,9.0,3.148977
69,13.0,12.0,8.0,9.0,-3.148977
70,14.0,15.0,8.0,9.0,2.515066
71,15.0,14.0,8.0,9.0,-2.515066
72,16.0,17.0,8.0,9.0,1.4672
73,17.0,16.0,8.0,9.0,-1.4672
74,8.0,9.0,9.0,8.0,-5.975675
75,9.0,8.0,9.0,8.0,5.975675
76,10.0,11.0,9.0,8.0,-3.140024
77,11.0,10.0,9.0,8.0,3.140024
78,12.0,13.0,9.0,8.0,-3.148977
79,13.0,12.0,9.0,8.0,3.148977
80,14.0,15.0,9.0,8.0,-2.515066
81,15.0,14.0,9.0,8.0,2.515066
82,16.0,17.0,9.0,8.0,-1.4672
83,17.0,16.0,9.0,8.0,1.4672
84,8.0,9.0,10.0,11.0,3.140024
85,9.0,8.0,10.0,11.0,-3.140024
86,10.0,11.0,10.0,11.0,3.161346
87,11.0,10.0,10.0,11.0,-3.161346
88,12.0,13.0,10.0,11.0,2.115773
89,13.0,12.0,10.0,11.0,-2.115773
90,14.0,15.0,10.0,11.0,2.267738
91,15.0,14.0,10.0,11.0,-2.267738
92,16.0,17.0,10.0,11.0,2.138134
93,17.0,16.0,10.0,11.0,-2.138134
94,8.0,9.0,11.0,10.0,-3.140024
95,9.0,8.0,11.0,10.0,3.140024
96,10.0,11.0,11.0,10.0,-3.161346
97,11.0,10.0,11.0,10.0,3.161346
98,12.0,13.0,11.0,10.0,-2.115773
99,13.0,12.0,11.0,10.0,2.115773
100,14.0,15.0,11.0,10.0,-2.267738
101,15.0,14.0,11.0,10.0,2.267738
102,16.0,17.0,11.0,10.0,-2.138134
103,17.0,16.0,11.0,10.0,2.138134
104,8.0,9.0,12.0,13.0,3.148977
105,9.0,8.0,12.0,13.0,-3.148977
106,10.0,11.0,12.0,13.0,2.115773
107,11.0,10.0,12.0,13.0,-2.115773
108,12.0,13.0,12.0,13.0,3.153573
109,13.0,12.0,12.0,13.0,-3.153573
110,14.0,15.0,12.0,13.0,2.281926
111,15.0,14.0,12.0,13.0,-2.281926
112,16.0,17.0,12.0,13.0,1.195934
113,17.0,16.0,12.0,13.0,-1.195934
114,8.0,9.0,13.0,12.0,-3.148977
115,9.0,8.0,13.0,12.0,3.148977
116,10.0,11.0,13.0,12.0,-2.115773
117,11.0,10.0,13.0,12.0,2.115773
118,12.0,13.0,13.0,12.0,-3.153573
119,13.0,12.0,13.0,12.0,3.153573
120,14.0,15.0,13.0,12.0,-2.281926
121,15.0,14.0,13.0,12.0,2.281926
122,16.0,17.0,13.0,12.0,-1.195934
123,17.0,16.0,13.0,12.0,1.195934
124,8.0,9.0,14.0,15.0,2.515066
125,9.0,8.0,14.0,15.0,-2.515066
126,10.0,11.0,14.0,15.0,2.267738
127,11.0,10.0,14.0,15.0,-2.267738
128,12.0,13.0,14.0,15.0,2.281926
129,13.0,12.0,14.0,15.0,-2.281926
130,14.0,15.0,14.0,15.0,2.009514
131,15.0,14.0,14.0,15.0,-2.009514
132,16.0,17.0,14.0,15.0,1.544689
133,17.0,16.0,14.0,15.0,-1.544689
134,8.0,9.0,15.0,14.0,-2.515066
135,9.0,8.0,15.0,14.0,2.515066
136,10.0,11.0,15.0,14.0,-2.267738
137,11.0,10.0,15.0,14.0,2.267738
138,12.0,13.0,15.0,14.0,-2.281926
139,13.0,12.0,15.0,14.0,2.281926
140,14.0,15.0,15.0,14.0,-2.009514
141,15.0,14.0,15.0,14.0,2.009514
142,16.0,17.0,15.0,14.0,-1.544689
143,17.0,16.0,15.0,14.0,1.544689
144,8.0,9.0,16.0,17.0,1.4672
145,9.0,8.0,16.0,17.0,-1.4672
146,10.0,11.0,16.0,17.0,2.138134
147,11.0,10.0,16.0,17.0,-2.138134
148,12.0,13.0,16.0,17.0,1.195934
149,13.0,12.0,16.0,17.0,-1.195934
150,14.0,15.0,16.0,17.0,1.544689
151,15.0,14.0,16.0,17.0,-1.544689
152,16.0,17.0,16.0,17.0,1.905411
153,17.0,16.0,16.0,17.0,-1.905411
154,8.0,9.0,17.0,16.0,-1.4672
155,9.0,8.0,17.0,16.0,1.4672
156,10.0,11.0,17.0,16.0,-2.138134
157,11.0,10.0,17.0,16.0,2.138134
158,12.0,13.0,17.0,16.0,-1.195934
159,13.0,12.0,17.0,16.0,1.195934
160,14.0,15.0,17.0,16.0,-1.544689
161,15.0,14.0,17.0,16.0,1.544689
162,16.0,17.0,17.0,16.0,-1.905411
163,17.0,16.0,17.0,16.0,1.905411
