,i,j,k,l,V_ijkl
0,0,1,1,0,-0.0667
1,2,3,1,0,-0.0667
2,4,5,1,0,-0.0667
3,0,1,3,2,-0.0667
4,2,3,3,2,-0.0667
5,4,5,3,2,-0.0667
6,0,1,5,4,-0.0667
7,2,3,5,4,-0.0667
8,4,5,5,4,-0.0667
9,6,7,7,6,-0.0769
10,8,9,7,6,-0.0769
11,10,11,7,6,-0.0769
12,6,7,9,8,-0.0769
13,8,9,9,8,-0.0769
14,10,11,9,8,-0.0769
15,6,7,11,10,-0.0769
16,8,9,11,10,-0.0769
17,10,11,11,10,-0.0769
