,i,j,k,l,V_ijkl
54,1.0,0.0,6.0,7.0,-4.503377
55,0.0,1.0,6.0,7.0,4.503377
56,7.0,6.0,7.0,6.0,3.338471
57,5.0,4.0,7.0,6.0,4.095678
58,0.0,1.0,7.0,6.0,-4.503377
59,1.0,0.0,7.0,6.0,4.503377
60,6.0,7.0,7.0,6.0,-3.338471
61,3.0,2.0,7.0,6.0,-4.087395
62,4.0,5.0,7.0,6.0,-4.095678
63,2.0,3.0,7.0,6.0,4.087395
64,14.0,15.0,8.0,9.0,4.347019
65,11.0,10.0,8.0,9.0,6.387665
66,9.0,8.0,8.0,9.0,-12.609142
67,10.0,11.0,8.0,9.0,-6.387665
68,15.0,14.0,8.0,9.0,-4.347019
69,13.0,12.0,8.0,9.0,-6.394556
70,12.0,13.0,8.0,9.0,6.394556
71,8.0,9.0,8.0,9.0,12.609142
72,15.0,14.0,9.0,8.0,4.347019
73,8.0,9.0,9.0,8.0,-12.609142
74,9.0,8.0,9.0,8.0,12.609142
75,11.0,10.0,9.0,8.0,-6.387665
76,12.0,13.0,9.0,8.0,-6.394556
77,14.0,15.0,9.0,8.0,-4.347019
78,13.0,12.0,9.0,8.0,6.394556
79,10.0,11.0,9.0,8.0,6.387665
80,11.0,10.0,10.0,11.0,-6.208721
81,13.0,12.0,10.0,11.0,4.149201
82,14.0,15.0,10.0,11.0,-3.943026
83,12.0,13.0,10.0,11.0,-4.149201
84,8.0,9.0,10.0,11.0,-6.387665
85,15.0,14.0,10.0,11.0,3.943026
86,10.0,11.0,10.0,11.0,6.208721
87,9.0,8.0,10.0,11.0,6.387665
88,10.0,11.0,11.0,10.0,-6.208721
89,8.0,9.0,11.0,10.0,6.387665
90,15.0,14.0,11.0,10.0,-3.943026
91,11.0,10.0,11.0,10.0,6.208721
92,14.0,15.0,11.0,10.0,3.943026
93,13.0,12.0,11.0,10.0,-4.149201
94,9.0,8.0,11.0,10.0,-6.387665
95,12.0,13.0,11.0,10.0,4.149201
96,14.0,15.0,12.0,13.0,3.950519
97,12.0,13.0,12.0,13.0,6.200484
98,13.0,12.0,12.0,13.0,-6.200484
99,15.0,14.0,12.0,13.0,-3.950519
100,11.0,10.0,12.0,13.0,4.149201
101,8.0,9.0,12.0,13.0,6.394556
102,10.0,11.0,12.0,13.0,-4.149201
103,9.0,8.0,12.0,13.0,-6.394556
104,12.0,13.0,13.0,12.0,-6.200484
105,15.0,14.0,13.0,12.0,3.950519
106,11.0,10.0,13.0,12.0,-4.149201
107,8.0,9.0,13.0,12.0,-6.394556
108,10.0,11.0,13.0,12.0,4.149201
109,13.0,12.0,13.0,12.0,6.200484
110,14.0,15.0,13.0,12.0,-3.950519
111,9.0,8.0,13.0,12.0,6.394556
112,15.0,14.0,14.0,15.0,-3.17917
113,8.0,9.0,14.0,15.0,4.347019
114,14.0,15.0,14.0,15.0,3.17917
115,9.0,8.0,14.0,15.0,-4.347019
116,13.0,12.0,14.0,15.0,-3.950519
117,10.0,11.0,14.0,15.0,-3.943026
118,11.0,10.0,14.0,15.0,3.943026
119,12.0,13.0,14.0,15.0,3.950519
120,9.0,8.0,15.0,14.0,4.347019
121,13.0,12.0,15.0,14.0,3.950519
122,14.0,15.0,15.0,14.0,-3.17917
123,8.0,9.0,15.0,14.0,-4.347019
124,10.0,11.0,15.0,14.0,3.943026
125,12.0,13.0,15.0,14.0,-3.950519
126,11.0,10.0,15.0,14.0,-3.943026
127,15.0,14.0,15.0,14.0,3.17917
