,i,j,k,l,V_ijkl
0,0.0,1.0,1.0,0.0,-0.033
1,2.0,3.0,1.0,0.0,-0.033
2,4.0,5.0,1.0,0.0,-0.033
3,2.0,3.0,3.0,2.0,-0.033
4,4.0,5.0,3.0,2.0,-0.033
5,4.0,5.0,5.0,4.0,-0.033
6,6.0,7.0,7.0,6.0,-0.038
7,8.0,9.0,7.0,6.0,-0.038
8,10.0,11.0,7.0,6.0,-0.038
9,12.0,13.0,7.0,6.0,-0.038
10,8.0,9.0,9.0,8.0,-0.038
11,10.0,11.0,9.0,8.0,-0.038
12,12.0,13.0,9.0,8.0,-0.038
13,10.0,11.0,11.0,10.0,-0.038
14,12.0,13.0,11.0,10.0,-0.038
15,12.0,13.0,13.0,12.0,-0.038
