,i,j,k,l,V_ijkl
0,0.0,1.0,1.0,0.0,-0.462
1,2.0,3.0,1.0,0.0,-0.462
2,4.0,5.0,1.0,0.0,-0.462
3,2.0,3.0,3.0,2.0,-0.462
4,4.0,5.0,3.0,2.0,-0.462
5,4.0,5.0,5.0,4.0,-0.462
6,6.0,7.0,7.0,6.0,-0.462
7,8.0,9.0,7.0,6.0,-0.462
8,10.0,11.0,7.0,6.0,-0.462
9,8.0,9.0,9.0,8.0,-0.462
10,10.0,11.0,9.0,8.0,-0.462
11,10.0,11.0,11.0,10.0,-0.462
