,i,j,k,l,V_ijkl
70,14.0,15.0,8.0,9.0,4.997489
71,15.0,14.0,8.0,9.0,-4.997489
72,16.0,17.0,8.0,9.0,2.89526
73,17.0,16.0,8.0,9.0,-2.89526
74,18.0,19.0,8.0,9.0,2.886192
75,19.0,18.0,8.0,9.0,-2.886192
76,20.0,21.0,8.0,9.0,2.87731
77,21.0,20.0,8.0,9.0,-2.87731
78,8.0,9.0,9.0,8.0,-11.853544
79,9.0,8.0,9.0,8.0,11.853544
80,10.0,11.0,9.0,8.0,-6.230142
81,11.0,10.0,9.0,8.0,6.230142
82,12.0,13.0,9.0,8.0,-6.237393
83,13.0,12.0,9.0,8.0,6.237393
84,14.0,15.0,9.0,8.0,-4.997489
85,15.0,14.0,9.0,8.0,4.997489
86,16.0,17.0,9.0,8.0,-2.89526
87,17.0,16.0,9.0,8.0,2.89526
88,18.0,19.0,9.0,8.0,-2.886192
89,19.0,18.0,9.0,8.0,2.886192
90,20.0,21.0,9.0,8.0,-2.87731
91,21.0,20.0,9.0,8.0,2.87731
92,8.0,9.0,10.0,11.0,6.230142
93,9.0,8.0,10.0,11.0,-6.230142
94,10.0,11.0,10.0,11.0,6.265508
95,11.0,10.0,10.0,11.0,-6.265508
96,12.0,13.0,10.0,11.0,4.184882
97,13.0,12.0,10.0,11.0,-4.184882
98,14.0,15.0,10.0,11.0,4.506257
99,15.0,14.0,10.0,11.0,-4.506257
100,16.0,17.0,10.0,11.0,4.217558
101,17.0,16.0,10.0,11.0,-4.217558
102,18.0,19.0,10.0,11.0,3.089168
103,19.0,18.0,10.0,11.0,-3.089168
104,20.0,21.0,10.0,11.0,2.520561
105,21.0,20.0,10.0,11.0,-2.520561
106,8.0,9.0,11.0,10.0,-6.230142
107,9.0,8.0,11.0,10.0,6.230142
108,10.0,11.0,11.0,10.0,-6.265508
109,11.0,10.0,11.0,10.0,6.265508
110,12.0,13.0,11.0,10.0,-4.184882
111,13.0,12.0,11.0,10.0,4.184882
112,14.0,15.0,11.0,10.0,-4.506257
113,15.0,14.0,11.0,10.0,4.506257
114,16.0,17.0,11.0,10.0,-4.217558
115,17.0,16.0,11.0,10.0,4.217558
116,18.0,19.0,11.0,10.0,-3.089168
117,19.0,18.0,11.0,10.0,3.089168
118,20.0,21.0,11.0,10.0,-2.520561
119,21.0,20.0,11.0,10.0,2.520561
120,8.0,9.0,12.0,13.0,6.237393
121,9.0,8.0,12.0,13.0,-6.237393
122,10.0,11.0,12.0,13.0,4.184882
123,11.0,10.0,12.0,13.0,-4.184882
124,12.0,13.0,12.0,13.0,6.255531
125,13.0,12.0,12.0,13.0,-6.255531
126,14.0,15.0,12.0,13.0,4.519346
127,15.0,14.0,12.0,13.0,-4.519346
128,16.0,17.0,12.0,13.0,2.353281
129,17.0,16.0,12.0,13.0,-2.353281
130,18.0,19.0,12.0,13.0,3.463005
131,19.0,18.0,12.0,13.0,-3.463005
132,20.0,21.0,12.0,13.0,4.008688
133,21.0,20.0,12.0,13.0,-4.008688
134,8.0,9.0,13.0,12.0,-6.237393
135,9.0,8.0,13.0,12.0,6.237393
136,10.0,11.0,13.0,12.0,-4.184882
137,11.0,10.0,13.0,12.0,4.184882
138,12.0,13.0,13.0,12.0,-6.255531
139,13.0,12.0,13.0,12.0,6.255531
140,14.0,15.0,13.0,12.0,-4.519346
141,15.0,14.0,13.0,12.0,4.519346
142,16.0,17.0,13.0,12.0,-2.353281
143,17.0,16.0,13.0,12.0,2.353281
144,18.0,19.0,13.0,12.0,-3.463005
145,19.0,18.0,13.0,12.0,3.463005
146,20.0,21.0,13.0,12.0,-4.008688
147,21.0,20.0,13.0,12.0,4.008688
148,8.0,9.0,14.0,15.0,4.997489
149,9.0,8.0,14.0,15.0,-4.997489
150,10.0,11.0,14.0,15.0,4.506257
151,11.0,10.0,14.0,15.0,-4.506257
152,12.0,13.0,14.0,15.0,4.519346
153,13.0,12.0,14.0,15.0,-4.519346
154,14.0,15.0,14.0,15.0,3.99019
155,15.0,14.0,14.0,15.0,-3.99019
156,16.0,17.0,14.0,15.0,3.056352
157,17.0,16.0,14.0,15.0,-3.056352
158,18.0,19.0,14.0,15.0,3.058785
159,19.0,18.0,14.0,15.0,-3.058785
160,20.0,21.0,14.0,15.0,3.054458
161,21.0,20.0,14.0,15.0,-3.054458
162,8.0,9.0,15.0,14.0,-4.997489
163,9.0,8.0,15.0,14.0,4.997489
164,10.0,11.0,15.0,14.0,-4.506257
165,11.0,10.0,15.0,14.0,4.506257
166,12.0,13.0,15.0,14.0,-4.519346
167,13.0,12.0,15.0,14.0,4.519346
168,14.0,15.0,15.0,14.0,-3.99019
169,15.0,14.0,15.0,14.0,3.99019
170,16.0,17.0,15.0,14.0,-3.056352
171,17.0,16.0,15.0,14.0,3.056352
172,18.0,19.0,15.0,14.0,-3.058785
173,19.0,18.0,15.0,14.0,3.058785
174,20.0,21.0,15.0,14.0,-3.054458
175,21.0,20.0,15.0,14.0,3.054458
176,8.0,9.0,16.0,17.0,2.89526
177,9.0,8.0,16.0,17.0,-2.89526
178,10.0,11.0,16.0,17.0,4.217558
179,11.0,10.0,16.0,17.0,-4.217558
180,12.0,13.0,16.0,17.0,2.353281
181,13.0,12.0,16.0,17.0,-2.353281
182,14.0,15.0,16.0,17.0,3.056352
183,15.0,14.0,16.0,17.0,-3.056352
184,16.0,17.0,16.0,17.0,3.750213
185,17.0,16.0,16.0,17.0,-3.750213
186,18.0,19.0,16.0,17.0,2.251664
187,19.0,18.0,16.0,17.0,-2.251664
188,20.0,21.0,16.0,17.0,1.877183
189,21.0,20.0,16.0,17.0,-1.877183
190,8.0,9.0,17.0,16.0,-2.89526
191,9.0,8.0,17.0,16.0,2.89526
192,10.0,11.0,17.0,16.0,-4.217558
193,11.0,10.0,17.0,16.0,4.217558
194,12.0,13.0,17.0,16.0,-2.353281
195,13.0,12.0,17.0,16.0,2.353281
196,14.0,15.0,17.0,16.0,-3.056352
197,15.0,14.0,17.0,16.0,3.056352
198,16.0,17.0,17.0,16.0,-3.750213
199,17.0,16.0,17.0,16.0,3.750213
200,18.0,19.0,17.0,16.0,-2.251664
201,19.0,18.0,17.0,16.0,2.251664
202,20.0,21.0,17.0,16.0,-1.877183
203,21.0,20.0,17.0,16.0,1.877183
204,8.0,9.0,18.0,19.0,2.886192
205,9.0,8.0,18.0,19.0,-2.886192
206,10.0,11.0,18.0,19.0,3.089168
207,11.0,10.0,18.0,19.0,-3.089168
208,12.0,13.0,18.0,19.0,3.463005
209,13.0,12.0,18.0,19.0,-3.463005
210,14.0,15.0,18.0,19.0,3.058785
211,15.0,14.0,18.0,19.0,-3.058785
212,16.0,17.0,18.0,19.0,2.251664
213,17.0,16.0,18.0,19.0,-2.251664
214,18.0,19.0,18.0,19.0,3.144425
215,19.0,18.0,18.0,19.0,-3.144425
216,20.0,21.0,18.0,19.0,2.471341
217,21.0,20.0,18.0,19.0,-2.471341
218,8.0,9.0,19.0,18.0,-2.886192
219,9.0,8.0,19.0,18.0,2.886192
220,10.0,11.0,19.0,18.0,-3.089168
221,11.0,10.0,19.0,18.0,3.089168
222,12.0,13.0,19.0,18.0,-3.463005
223,13.0,12.0,19.0,18.0,3.463005
224,14.0,15.0,19.0,18.0,-3.058785
225,15.0,14.0,19.0,18.0,3.058785
226,16.0,17.0,19.0,18.0,-2.251664
227,17.0,16.0,19.0,18.0,2.251664
228,18.0,19.0,19.0,18.0,-3.144425
229,19.0,18.0,19.0,18.0,3.144425
230,20.0,21.0,19.0,18.0,-2.471341
231,21.0,20.0,19.0,18.0,2.471341
232,8.0,9.0,20.0,21.0,2.87731
233,9.0,8.0,20.0,21.0,-2.87731
234,10.0,11.0,20.0,21.0,2.520561
235,11.0,10.0,20.0,21.0,-2.520561
236,12.0,13.0,20.0,21.0,4.008688
237,13.0,12.0,20.0,21.0,-4.008688
238,14.0,15.0,20.0,21.0,3.054458
239,15.0,14.0,20.0,21.0,-3.054458
240,16.0,17.0,20.0,21.0,1.877183
241,17.0,16.0,20.0,21.0,-1.877183
242,18.0,19.0,20.0,21.0,2.471341
243,19.0,18.0,20.0,21.0,-2.471341
244,20.0,21.0,20.0,21.0,3.500913
245,21.0,20.0,20.0,21.0,-3.500913
246,8.0,9.0,21.0,20.0,-2.87731
247,9.0,8.0,21.0,20.0,2.87731
248,10.0,11.0,21.0,20.0,-2.520561
249,11.0,10.0,21.0,20.0,2.520561
250,12.0,13.0,21.0,20.0,-4.008688
251,13.0,12.0,21.0,20.0,4.008688
252,14.0,15.0,21.0,20.0,-3.054458
253,15.0,14.0,21.0,20.0,3.054458
254,16.0,17.0,21.0,20.0,-1.877183
255,17.0,16.0,21.0,20.0,1.877183
256,18.0,19.0,21.0,20.0,-2.471341
257,19.0,18.0,21.0,20.0,2.471341
258,20.0,21.0,21.0,20.0,-3.500913
259,21.0,20.0,21.0,20.0,3.500913
