V0 (1) = 800.000
#  i    sp levels      j     sp levels     k     sp levels     l     sp levels    isospin   V_pair
   5    -11.302825     2    -26.623512     3    -11.317252     4    -11.317252     1     -3.153256
   5    -11.302825     2    -26.623512     3    -11.317252     5    -11.302825     1     -1.824956
   5    -11.302825     2    -26.623512     3    -11.317252     6    -11.302825     1     -2.727196
   5    -11.302825     2    -26.623512     3    -11.317252     7     -4.228309     1      2.179461
   5    -11.302825     2    -26.623512     3    -11.317252     8     -4.228309     1     -1.647061
   5    -11.302825     2    -26.623512     4    -11.317252     1    -26.623512     1     -4.042452
   5    -11.302825     2    -26.623512     4    -11.317252     2    -26.623512     1     -0.000051
   5    -11.302825     2    -26.623512     4    -11.317252     3    -11.317252     1      3.153256
   5    -11.302825     2    -26.623512     4    -11.317252     5    -11.302825     1     -2.727196
   5    -11.302825     2    -26.623512     4    -11.317252     6    -11.302825     1      1.824956
   5    -11.302825     2    -26.623512     4    -11.317252     7     -4.228309     1     -1.647061
   5    -11.302825     2    -26.623512     4    -11.317252     8     -4.228309     1     -2.179461
   5    -11.302825     2    -26.623512     5    -11.302825     1    -26.623512     1     -2.339442
   5    -11.302825     2    -26.623512     5    -11.302825     2    -26.623512     1      4.330145
   5    -11.302825     2    -26.623512     5    -11.302825     3    -11.317252     1      1.824956
   5    -11.302825     2    -26.623512     5    -11.302825     4    -11.317252     1      2.727196
   5    -11.302825     2    -26.623512     5    -11.302825     6    -11.302825     1      4.961607
   5    -11.302825     2    -26.623512     5    -11.302825     7     -4.228309     1     -2.841121
   5    -11.302825     2    -26.623512     5    -11.302825     8     -4.228309     1      1.102766
   5    -11.302825     2    -26.623512     6    -11.302825     1    -26.623512     1     -4.330145
   5    -11.302825     2    -26.623512     6    -11.302825     2    -26.623512     1     -2.339442
   5    -11.302825     2    -26.623512     6    -11.302825     3    -11.317252     1      2.727196
   5    -11.302825     2    -26.623512     6    -11.302825     4    -11.317252     1     -1.824956
   5    -11.302825     2    -26.623512     6    -11.302825     5    -11.302825     1     -4.961607
   5    -11.302825     2    -26.623512     6    -11.302825     7     -4.228309     1     -1.102766
   5    -11.302825     2    -26.623512     6    -11.302825     8     -4.228309     1     -2.841121
   5    -11.302825     2    -26.623512     7     -4.228309     1    -26.623512     1      2.715405
   5    -11.302825     2    -26.623512     7     -4.228309     2    -26.623512     1      2.549671
   5    -11.302825     2    -26.623512     7     -4.228309     3    -11.317252     1     -2.179461
   5    -11.302825     2    -26.623512     7     -4.228309     4    -11.317252     1      1.647061
   5    -11.302825     2    -26.623512     7     -4.228309     5    -11.302825     1      2.841121
   5    -11.302825     2    -26.623512     7     -4.228309     6    -11.302825     1      1.102766
   5    -11.302825     2    -26.623512     7     -4.228309     8     -4.228309     1      2.965656
   5    -11.302825     2    -26.623512     8     -4.228309     1    -26.623512     1     -2.549671
   5    -11.302825     2    -26.623512     8     -4.228309     2    -26.623512     1      2.715405
   5    -11.302825     2    -26.623512     8     -4.228309     3    -11.317252     1      1.647061
   5    -11.302825     2    -26.623512     8     -4.228309     4    -11.317252     1      2.179461
   5    -11.302825     2    -26.623512     8     -4.228309     5    -11.302825     1     -1.102766
   5    -11.302825     2    -26.623512     8     -4.228309     6    -11.302825     1      2.841121
   5    -11.302825     2    -26.623512     8     -4.228309     7     -4.228309     1     -2.965656
   5    -11.302825     3    -11.317252     1    -26.623512     2    -26.623512     1      3.763051
   5    -11.302825     3    -11.317252     1    -26.623512     3    -11.317252     1     -0.000075
   5    -11.302825     3    -11.317252     1    -26.623512     4    -11.317252     1      3.495243
   5    -11.302825     3    -11.317252     1    -26.623512     5    -11.302825     1      2.023199
   5    -11.302825     3    -11.317252     1    -26.623512     6    -11.302825     1      1.824956
   5    -11.302825     3    -11.317252     1    -26.623512     7     -4.228309     1     -2.426688
   5    -11.302825     3    -11.317252     1    -26.623512     8     -4.228309     1      1.100129
   5    -11.302825     3    -11.317252     2    -26.623512     1    -26.623512     1     -3.763051
   5    -11.302825     3    -11.317252     2    -26.623512     3    -11.317252     1      3.495243
   5    -11.302825     3    -11.317252     2    -26.623512     4    -11.317252     1      0.000075
   5    -11.302825     3    -11.317252     2    -26.623512     5    -11.302825     1     -1.824956
   5    -11.302825     3    -11.317252     2    -26.623512     6    -11.302825     1      2.023199
   5    -11.302825     3    -11.317252     2    -26.623512     7     -4.228309     1     -1.100129
   5    -11.302825     3    -11.317252     2    -26.623512     8     -4.228309     1     -2.426688
   5    -11.302825     3    -11.317252     3    -11.317252     1    -26.623512     1      0.000075
   5    -11.302825     3    -11.317252     3    -11.317252     2    -26.623512     1     -3.495243
   5    -11.302825     3    -11.317252     3    -11.317252     4    -11.317252     1     -3.668559
   5    -11.302825     3    -11.317252     3    -11.317252     5    -11.302825     1     -2.123603
   5    -11.302825     3    -11.317252     3    -11.317252     6    -11.302825     1     -1.686037
   5    -11.302825     3    -11.317252     3    -11.317252     7     -4.228309     1      2.617137
   5    -11.302825     3    -11.317252     3    -11.317252     8     -4.228309     1     -1.044686
   5    -11.302825     3    -11.317252     4    -11.317252     1    -26.623512     1     -3.495243
   5    -11.302825     3    -11.317252     4    -11.317252     2    -26.623512     1     -0.000075
   5    -11.302825     3    -11.317252     4    -11.317252     3    -11.317252     1      3.668559
   5    -11.302825     3    -11.317252     4    -11.317252     5    -11.302825     1     -1.686037
   5    -11.302825     3    -11.317252     4    -11.317252     6    -11.302825     1      2.123603
   5    -11.302825     3    -11.317252     4    -11.317252     7     -4.228309     1     -1.044686
   5    -11.302825     3    -11.317252     4    -11.317252     8     -4.228309     1     -2.617137
   5    -11.302825     3    -11.317252     5    -11.302825     1    -26.623512     1     -2.023199
   5    -11.302825     3    -11.317252     5    -11.302825     2    -26.623512     1      1.824956
   5    -11.302825     3    -11.317252     5    -11.302825     3    -11.317252     1      2.123603
   5    -11.302825     3    -11.317252     5    -11.302825     4    -11.317252     1      1.686037
   5    -11.302825     3    -11.317252     5    -11.302825     6    -11.302825     1      2.451352
   5    -11.302825     3    -11.317252     5    -11.302825     7     -4.228309     1     -1.803190
   5    -11.302825     3    -11.317252     5    -11.302825     8     -4.228309     1     -0.755489
   5    -11.302825     3    -11.317252     6    -11.302825     1    -26.623512     1     -1.824956
   5    -11.302825     3    -11.317252     6    -11.302825     2    -26.623512     1     -2.023199
   5    -11.302825     3    -11.317252     6    -11.302825     3    -11.317252     1      1.686037
   5    -11.302825     3    -11.317252     6    -11.302825     4    -11.317252     1     -2.123603
   5    -11.302825     3    -11.317252     6    -11.302825     5    -11.302825     1     -2.451352
   5    -11.302825     3    -11.317252     6    -11.302825     7     -4.228309     1      0.755489
   5    -11.302825     3    -11.317252     6    -11.302825     8     -4.228309     1     -1.803190
   5    -11.302825     3    -11.317252     7     -4.228309     1    -26.623512     1      2.426688
   5    -11.302825     3    -11.317252     7     -4.228309     2    -26.623512     1      1.100129
   5    -11.302825     3    -11.317252     7     -4.228309     3    -11.317252     1     -2.617137
   5    -11.302825     3    -11.317252     7     -4.228309     4    -11.317252     1      1.044686
   5    -11.302825     3    -11.317252     7     -4.228309     5    -11.302825     1      1.803190
   5    -11.302825     3    -11.317252     7     -4.228309     6    -11.302825     1     -0.755489
   5    -11.302825     3    -11.317252     7     -4.228309     8     -4.228309     1      2.365988
   5    -11.302825     3    -11.317252     8     -4.228309     1    -26.623512     1     -1.100129
   5    -11.302825     3    -11.317252     8     -4.228309     2    -26.623512     1      2.426688
   5    -11.302825     3    -11.317252     8     -4.228309     3    -11.317252     1      1.044686
   5    -11.302825     3    -11.317252     8     -4.228309     4    -11.317252     1      2.617137
   5    -11.302825     3    -11.317252     8     -4.228309     5    -11.302825     1      0.755489
   5    -11.302825     3    -11.317252     8     -4.228309     6    -11.302825     1      1.803190
   5    -11.302825     3    -11.317252     8     -4.228309     7     -4.228309     1     -2.365988
   5    -11.302825     4    -11.317252     1    -26.623512     2    -26.623512     1      4.042515
   5    -11.302825     4    -11.317252     1    -26.623512     3    -11.317252     1     -0.000060
   5    -11.302825     4    -11.317252     1    -26.623512     4    -11.317252     1      3.153331
   5    -11.302825     4    -11.317252     1    -26.623512     5    -11.302825     1      1.825032
   5    -11.302825     4    -11.317252     1    -26.623512     6    -11.302825     1      2.727196
   5    -11.302825     4    -11.317252     1    -26.623512     7     -4.228309     1     -2.179496
   5    -11.302825     4    -11.317252     1    -26.623512     8     -4.228309     1      1.647128
   5    -11.302825     4    -11.317252     2    -26.623512     1    -26.623512     1     -4.042515
   5    -11.302825     4    -11.317252     2    -26.623512     3    -11.317252     1      3.153331
   5    -11.302825     4    -11.317252     2    -26.623512     4    -11.317252     1      0.000060
   5    -11.302825     4    -11.317252     2    -26.623512     5    -11.302825     1     -2.727196
   5    -11.302825     4    -11.317252     2    -26.623512     6    -11.302825     1      1.825032
   5    -11.302825     4    -11.317252     2    -26.623512     7     -4.228309     1     -1.647128
   5    -11.302825     4    -11.317252     2    -26.623512     8     -4.228309     1     -2.179496
   5    -11.302825     4    -11.317252     3    -11.317252     1    -26.623512     1      0.000060
   5    -11.302825     4    -11.317252     3    -11.317252     2    -26.623512     1     -3.153331
   5    -11.302825     4    -11.317252     3    -11.317252     4    -11.317252     1     -2.913037
   5    -11.302825     4    -11.317252     3    -11.317252     5    -11.302825     1     -1.686037
   5    -11.302825     4    -11.317252     3    -11.317252     6    -11.302825     1     -2.111745
   5    -11.302825     4    -11.317252     3    -11.317252     7     -4.228309     1      2.070726
   5    -11.302825     4    -11.317252     3    -11.317252     8     -4.228309     1     -1.312415
   5    -11.302825     4    -11.317252     4    -11.317252     1    -26.623512     1     -3.153331
   5    -11.302825     4    -11.317252     4    -11.317252     2    -26.623512     1     -0.000060
   5    -11.302825     4    -11.317252     4    -11.317252     3    -11.317252     1      2.913037
   5    -11.302825     4    -11.317252     4    -11.317252     5    -11.302825     1     -2.111745
   5    -11.302825     4    -11.317252     4    -11.317252     6    -11.302825     1      1.686037
   5    -11.302825     4    -11.317252     4    -11.317252     7     -4.228309     1     -1.312415
   5    -11.302825     4    -11.317252     4    -11.317252     8     -4.228309     1     -2.070726
   5    -11.302825     4    -11.317252     5    -11.302825     1    -26.623512     1     -1.825032
   5    -11.302825     4    -11.317252     5    -11.302825     2    -26.623512     1      2.727196
   5    -11.302825     4    -11.317252     5    -11.302825     3    -11.317252     1      1.686037
   5    -11.302825     4    -11.317252     5    -11.302825     4    -11.317252     1      2.111745
   5    -11.302825     4    -11.317252     5    -11.302825     6    -11.302825     1      3.420609
   5    -11.302825     4    -11.317252     5    -11.302825     7     -4.228309     1     -2.264821
   5    -11.302825     4    -11.317252     5    -11.302825     8     -4.228309     1      0.320477
   5    -11.302825     4    -11.317252     6    -11.302825     1    -26.623512     1     -2.727196
   5    -11.302825     4    -11.317252     6    -11.302825     2    -26.623512     1     -1.825032
   5    -11.302825     4    -11.317252     6    -11.302825     3    -11.317252     1      2.111745
   5    -11.302825     4    -11.317252     6    -11.302825     4    -11.317252     1     -1.686037
   5    -11.302825     4    -11.317252     6    -11.302825     5    -11.302825     1     -3.420609
   5    -11.302825     4    -11.317252     6    -11.302825     7     -4.228309     1     -0.320477
   5    -11.302825     4    -11.317252     6    -11.302825     8     -4.228309     1     -2.264821
   5    -11.302825     4    -11.317252     7     -4.228309     1    -26.623512     1      2.179496
   5    -11.302825     4    -11.317252     7     -4.228309     2    -26.623512     1      1.647128
   5    -11.302825     4    -11.317252     7     -4.228309     3    -11.317252     1     -2.070726
   5    -11.302825     4    -11.317252     7     -4.228309     4    -11.317252     1      1.312415
   5    -11.302825     4    -11.317252     7     -4.228309     5    -11.302825     1      2.264821
   5    -11.302825     4    -11.317252     7     -4.228309     6    -11.302825     1      0.320477
   5    -11.302825     4    -11.317252     7     -4.228309     8     -4.228309     1      2.443490
   5    -11.302825     4    -11.317252     8     -4.228309     1    -26.623512     1     -1.647128
   5    -11.302825     4    -11.317252     8     -4.228309     2    -26.623512     1      2.179496
   5    -11.302825     4    -11.317252     8     -4.228309     3    -11.317252     1      1.312415
   5    -11.302825     4    -11.317252     8     -4.228309     4    -11.317252     1      2.070726
   5    -11.302825     4    -11.317252     8     -4.228309     5    -11.302825     1     -0.320477
   5    -11.302825     4    -11.317252     8     -4.228309     6    -11.302825     1      2.264821
   5    -11.302825     4    -11.317252     8     -4.228309     7     -4.228309     1     -2.443490
   5    -11.302825     6    -11.302825     1    -26.623512     2    -26.623512     1      6.508258
   5    -11.302825     6    -11.302825     1    -26.623512     3    -11.317252     1     -0.000076
   5    -11.302825     6    -11.302825     1    -26.623512     4    -11.317252     1      4.750395
   5    -11.302825     6    -11.302825     1    -26.623512     5    -11.302825     1      2.749231
   5    -11.302825     6    -11.302825     1    -26.623512     6    -11.302825     1      4.961607
   5    -11.302825     6    -11.302825     1    -26.623512     7     -4.228309     1     -3.292722
   5    -11.302825     6    -11.302825     1    -26.623512     8     -4.228309     1      3.000887
   5    -11.302825     6    -11.302825     2    -26.623512     1    -26.623512     1     -6.508258
   5    -11.302825     6    -11.302825     2    -26.623512     3    -11.317252     1      4.750395
   5    -11.302825     6    -11.302825     2    -26.623512     4    -11.317252     1      0.000076
   5    -11.302825     6    -11.302825     2    -26.623512     5    -11.302825     1     -4.961607
   5    -11.302825     6    -11.302825     2    -26.623512     6    -11.302825     1      2.749231
   5    -11.302825     6    -11.302825     2    -26.623512     7     -4.228309     1     -3.000887
   5    -11.302825     6    -11.302825     2    -26.623512     8     -4.228309     1     -3.292722
   5    -11.302825     6    -11.302825     3    -11.317252     1    -26.623512     1      0.000076
   5    -11.302825     6    -11.302825     3    -11.317252     2    -26.623512     1     -4.750395
   5    -11.302825     6    -11.302825     3    -11.317252     4    -11.317252     1     -4.235348
   5    -11.302825     6    -11.302825     3    -11.317252     5    -11.302825     1     -2.451352
   5    -11.302825     6    -11.302825     3    -11.317252     6    -11.302825     1     -3.420609
   5    -11.302825     6    -11.302825     3    -11.317252     7     -4.228309     1      3.020309
   5    -11.302825     6    -11.302825     3    -11.317252     8     -4.228309     1     -2.123667
   5    -11.302825     6    -11.302825     4    -11.317252     1    -26.623512     1     -4.750395
   5    -11.302825     6    -11.302825     4    -11.317252     2    -26.623512     1     -0.000076
   5    -11.302825     6    -11.302825     4    -11.317252     3    -11.317252     1      4.235348
   5    -11.302825     6    -11.302825     4    -11.317252     5    -11.302825     1     -3.420609
   5    -11.302825     6    -11.302825     4    -11.317252     6    -11.302825     1      2.451352
   5    -11.302825     6    -11.302825     4    -11.317252     7     -4.228309     1     -2.123667
   5    -11.302825     6    -11.302825     4    -11.317252     8     -4.228309     1     -3.020309
   5    -11.302825     6    -11.302825     5    -11.302825     1    -26.623512     1     -2.749231
   5    -11.302825     6    -11.302825     5    -11.302825     2    -26.623512     1      4.961607
   5    -11.302825     6    -11.302825     5    -11.302825     3    -11.317252     1      2.451352
   5    -11.302825     6    -11.302825     5    -11.302825     4    -11.317252     1      3.420609
   5    -11.302825     6    -11.302825     5    -11.302825     6    -11.302825     1      6.329450
   5    -11.302825     6    -11.302825     5    -11.302825     7     -4.228309     1     -3.664354
   5    -11.302825     6    -11.302825     5    -11.302825     8     -4.228309     1      1.302627
   5    -11.302825     6    -11.302825     6    -11.302825     1    -26.623512     1     -4.961607
   5    -11.302825     6    -11.302825     6    -11.302825     2    -26.623512     1     -2.749231
   5    -11.302825     6    -11.302825     6    -11.302825     3    -11.317252     1      3.420609
   5    -11.302825     6    -11.302825     6    -11.302825     4    -11.317252     1     -2.451352
   5    -11.302825     6    -11.302825     6    -11.302825     5    -11.302825     1     -6.329450
   5    -11.302825     6    -11.302825     6    -11.302825     7     -4.228309     1     -1.302627
   5    -11.302825     6    -11.302825     6    -11.302825     8     -4.228309     1     -3.664354
   5    -11.302825     6    -11.302825     7     -4.228309     1    -26.623512     1      3.292722
   5    -11.302825     6    -11.302825     7     -4.228309     2    -26.623512     1      3.000887
   5    -11.302825     6    -11.302825     7     -4.228309     3    -11.317252     1     -3.020309
   5    -11.302825     6    -11.302825     7     -4.228309     4    -11.317252     1      2.123667
   5    -11.302825     6    -11.302825     7     -4.228309     5    -11.302825     1      3.664354
   5    -11.302825     6    -11.302825     7     -4.228309     6    -11.302825     1      1.302627
   5    -11.302825     6    -11.302825     7     -4.228309     8     -4.228309     1      4.095678
   5    -11.302825     6    -11.302825     8     -4.228309     1    -26.623512     1     -3.000887
   5    -11.302825     6    -11.302825     8     -4.228309     2    -26.623512     1      3.292722
   5    -11.302825     6    -11.302825     8     -4.228309     3    -11.317252     1      2.123667
   5    -11.302825     6    -11.302825     8     -4.228309     4    -11.317252     1      3.020309
   5    -11.302825     6    -11.302825     8     -4.228309     5    -11.302825     1     -1.302627
   5    -11.302825     6    -11.302825     8     -4.228309     6    -11.302825     1      3.664354
   5    -11.302825     6    -11.302825     8     -4.228309     7     -4.228309     1     -4.095678
   5    -11.302825     7     -4.228309     1    -26.623512     2    -26.623512     1     -4.086830
   5    -11.302825     7     -4.228309     1    -26.623512     3    -11.317252     1      0.000067
   5    -11.302825     7     -4.228309     1    -26.623512     4    -11.317252     1     -3.279591
   5    -11.302825     7     -4.228309     1    -26.623512     5    -11.302825     1     -1.898121
   5    -11.302825     7     -4.228309     1    -26.623512     6    -11.302825     1     -2.841121
   5    -11.302825     7     -4.228309     1    -26.623512     7     -4.228309     1      2.288846
   5    -11.302825     7     -4.228309     1    -26.623512     8     -4.228309     1     -1.732487
   5    -11.302825     7     -4.228309     2    -26.623512     1    -26.623512     1      4.086830
   5    -11.302825     7     -4.228309     2    -26.623512     3    -11.317252     1     -3.279591
   5    -11.302825     7     -4.228309     2    -26.623512     4    -11.317252     1     -0.000067
   5    -11.302825     7     -4.228309     2    -26.623512     5    -11.302825     1      2.841121
   5    -11.302825     7     -4.228309     2    -26.623512     6    -11.302825     1     -1.898121
   5    -11.302825     7     -4.228309     2    -26.623512     7     -4.228309     1      1.732487
   5    -11.302825     7     -4.228309     2    -26.623512     8     -4.228309     1      2.288846
   5    -11.302825     7     -4.228309     3    -11.317252     1    -26.623512     1     -0.000067
   5    -11.302825     7     -4.228309     3    -11.317252     2    -26.623512     1      3.279591
   5    -11.302825     7     -4.228309     3    -11.317252     4    -11.317252     1      3.115412
   5    -11.302825     7     -4.228309     3    -11.317252     5    -11.302825     1      1.803190
   5    -11.302825     7     -4.228309     3    -11.317252     6    -11.302825     1      2.264821
   5    -11.302825     7     -4.228309     3    -11.317252     7     -4.228309     1     -2.240120
   5    -11.302825     7     -4.228309     3    -11.317252     8     -4.228309     1      1.423671
   5    -11.302825     7     -4.228309     4    -11.317252     1    -26.623512     1      3.279591
   5    -11.302825     7     -4.228309     4    -11.317252     2    -26.623512     1      0.000067
   5    -11.302825     7     -4.228309     4    -11.317252     3    -11.317252     1     -3.115412
   5    -11.302825     7     -4.228309     4    -11.317252     5    -11.302825     1      2.264821
   5    -11.302825     7     -4.228309     4    -11.317252     6    -11.302825     1     -1.803190
   5    -11.302825     7     -4.228309     4    -11.317252     7     -4.228309     1      1.423671
   5    -11.302825     7     -4.228309     4    -11.317252     8     -4.228309     1      2.240120
   5    -11.302825     7     -4.228309     5    -11.302825     1    -26.623512     1      1.898121
   5    -11.302825     7     -4.228309     5    -11.302825     2    -26.623512     1     -2.841121
   5    -11.302825     7     -4.228309     5    -11.302825     3    -11.317252     1     -1.803190
   5    -11.302825     7     -4.228309     5    -11.302825     4    -11.317252     1     -2.264821
   5    -11.302825     7     -4.228309     5    -11.302825     6    -11.302825     1     -3.664354
   5    -11.302825     7     -4.228309     5    -11.302825     7     -4.228309     1      2.457048
   5    -11.302825     7     -4.228309     5    -11.302825     8     -4.228309     1     -0.350299
   5    -11.302825     7     -4.228309     6    -11.302825     1    -26.623512     1      2.841121
   5    -11.302825     7     -4.228309     6    -11.302825     2    -26.623512     1      1.898121
   5    -11.302825     7     -4.228309     6    -11.302825     3    -11.317252     1     -2.264821
   5    -11.302825     7     -4.228309     6    -11.302825     4    -11.317252     1      1.803190
   5    -11.302825     7     -4.228309     6    -11.302825     5    -11.302825     1      3.664354
   5    -11.302825     7     -4.228309     6    -11.302825     7     -4.228309     1      0.350299
   5    -11.302825     7     -4.228309     6    -11.302825     8     -4.228309     1      2.457048
   5    -11.302825     7     -4.228309     7     -4.228309     1    -26.623512     1     -2.288846
   5    -11.302825     7     -4.228309     7     -4.228309     2    -26.623512     1     -1.732487
   5    -11.302825     7     -4.228309     7     -4.228309     3    -11.317252     1      2.240120
   5    -11.302825     7     -4.228309     7     -4.228309     4    -11.317252     1     -1.423671
   5    -11.302825     7     -4.228309     7     -4.228309     5    -11.302825     1     -2.457048
   5    -11.302825     7     -4.228309     7     -4.228309     6    -11.302825     1     -0.350299
   5    -11.302825     7     -4.228309     7     -4.228309     8     -4.228309     1     -2.680259
   5    -11.302825     7     -4.228309     8     -4.228309     1    -26.623512     1      1.732487
   5    -11.302825     7     -4.228309     8     -4.228309     2    -26.623512     1     -2.288846
   5    -11.302825     7     -4.228309     8     -4.228309     3    -11.317252     1     -1.423671
   5    -11.302825     7     -4.228309     8     -4.228309     4    -11.317252     1     -2.240120
   5    -11.302825     7     -4.228309     8     -4.228309     5    -11.302825     1      0.350299
   5    -11.302825     7     -4.228309     8     -4.228309     6    -11.302825     1     -2.457048
   5    -11.302825     7     -4.228309     8     -4.228309     7     -4.228309     1      2.680259
   5    -11.302825     8     -4.228309     1    -26.623512     2    -26.623512     1      0.007821
   5    -11.302825     8     -4.228309     1    -26.623512     3    -11.317252     1      0.000035
   5    -11.302825     8     -4.228309     1    -26.623512     4    -11.317252     1     -0.779626
   5    -11.302825     8     -4.228309     1    -26.623512     5    -11.302825     1     -0.451601
   5    -11.302825     8     -4.228309     1    -26.623512     6    -11.302825     1      1.102766
   5    -11.302825     8     -4.228309     1    -26.623512     7     -4.228309     1      0.549718
   5    -11.302825     8     -4.228309     1    -26.623512     8     -4.228309     1      0.676811
   5    -11.302825     8     -4.228309     2    -26.623512     1    -26.623512     1     -0.007821
   5    -11.302825     8     -4.228309     2    -26.623512     3    -11.317252     1     -0.779626
   5    -11.302825     8     -4.228309     2    -26.623512     4    -11.317252     1     -0.000035
   5    -11.302825     8     -4.228309     2    -26.623512     5    -11.302825     1     -1.102766
   5    -11.302825     8     -4.228309     2    -26.623512     6    -11.302825     1     -0.451601
   5    -11.302825     8     -4.228309     2    -26.623512     7     -4.228309     1     -0.676811
   5    -11.302825     8     -4.228309     2    -26.623512     8     -4.228309     1      0.549718
   5    -11.302825     8     -4.228309     3    -11.317252     1    -26.623512     1     -0.000035
   5    -11.302825     8     -4.228309     3    -11.317252     2    -26.623512     1      0.779626
   5    -11.302825     8     -4.228309     3    -11.317252     4    -11.317252     1      1.304723
   5    -11.302825     8     -4.228309     3    -11.317252     5    -11.302825     1      0.755489
   5    -11.302825     8     -4.228309     3    -11.317252     6    -11.302825     1     -0.320477
   5    -11.302825     8     -4.228309     3    -11.317252     7     -4.228309     1     -0.942317
   5    -11.302825     8     -4.228309     3    -11.317252     8     -4.228309     1     -0.203370
   5    -11.302825     8     -4.228309     4    -11.317252     1    -26.623512     1      0.779626
   5    -11.302825     8     -4.228309     4    -11.317252     2    -26.623512     1      0.000035
   5    -11.302825     8     -4.228309     4    -11.317252     3    -11.317252     1     -1.304723
   5    -11.302825     8     -4.228309     4    -11.317252     5    -11.302825     1     -0.320477
   5    -11.302825     8     -4.228309     4    -11.317252     6    -11.302825     1     -0.755489
   5    -11.302825     8     -4.228309     4    -11.317252     7     -4.228309     1     -0.203370
   5    -11.302825     8     -4.228309     4    -11.317252     8     -4.228309     1      0.942317
   5    -11.302825     8     -4.228309     5    -11.302825     1    -26.623512     1      0.451601
   5    -11.302825     8     -4.228309     5    -11.302825     2    -26.623512     1      1.102766
   5    -11.302825     8     -4.228309     5    -11.302825     3    -11.317252     1     -0.755489
   5    -11.302825     8     -4.228309     5    -11.302825     4    -11.317252     1      0.320477
   5    -11.302825     8     -4.228309     5    -11.302825     6    -11.302825     1      1.302627
   5    -11.302825     8     -4.228309     5    -11.302825     7     -4.228309     1     -0.350299
   5    -11.302825     8     -4.228309     5    -11.302825     8     -4.228309     1      1.638630
   5    -11.302825     8     -4.228309     6    -11.302825     1    -26.623512     1     -1.102766
   5    -11.302825     8     -4.228309     6    -11.302825     2    -26.623512     1      0.451601
   5    -11.302825     8     -4.228309     6    -11.302825     3    -11.317252     1      0.320477
   5    -11.302825     8     -4.228309     6    -11.302825     4    -11.317252     1      0.755489
   5    -11.302825     8     -4.228309     6    -11.302825     5    -11.302825     1     -1.302627
   5    -11.302825     8     -4.228309     6    -11.302825     7     -4.228309     1     -1.638630
   5    -11.302825     8     -4.228309     6    -11.302825     8     -4.228309     1     -0.350299
   5    -11.302825     8     -4.228309     7     -4.228309     1    -26.623512     1     -0.549718
   5    -11.302825     8     -4.228309     7     -4.228309     2    -26.623512     1      0.676811
   5    -11.302825     8     -4.228309     7     -4.228309     3    -11.317252     1      0.942317
   5    -11.302825     8     -4.228309     7     -4.228309     4    -11.317252     1      0.203370
   5    -11.302825     8     -4.228309     7     -4.228309     5    -11.302825     1      0.350299
   5    -11.302825     8     -4.228309     7     -4.228309     6    -11.302825     1      1.638630
   5    -11.302825     8     -4.228309     7     -4.228309     8     -4.228309     1      0.006041
   5    -11.302825     8     -4.228309     8     -4.228309     1    -26.623512     1     -0.676811
   5    -11.302825     8     -4.228309     8     -4.228309     2    -26.623512     1     -0.549718
   5    -11.302825     8     -4.228309     8     -4.228309     3    -11.317252     1      0.203370
   5    -11.302825     8     -4.228309     8     -4.228309     4    -11.317252     1     -0.942317
   5    -11.302825     8     -4.228309     8     -4.228309     5    -11.302825     1     -1.638630
   5    -11.302825     8     -4.228309     8     -4.228309     6    -11.302825     1      0.350299
   5    -11.302825     8     -4.228309     8     -4.228309     7     -4.228309     1     -0.006041
   6    -11.302825     1    -26.623512     1    -26.623512     2    -26.623512     1     -6.348735
   6    -11.302825     1    -26.623512     1    -26.623512     3    -11.317252     1      0.000051
   6    -11.302825     1    -26.623512     1    -26.623512     4    -11.317252     1     -4.042452
   6    -11.302825     1    -26.623512     1    -26.623512     5    -11.302825     1     -2.339442
   6    -11.302825     1    -26.623512     1    -26.623512     6    -11.302825     1     -4.330145
   6    -11.302825     1    -26.623512     1    -26.623512     7     -4.228309     1      2.715405
   6    -11.302825     1    -26.623512     1    -26.623512     8     -4.228309     1     -2.549671
   6    -11.302825     1    -26.623512     2    -26.623512     1    -26.623512     1      6.348735
   6    -11.302825     1    -26.623512     2    -26.623512     3    -11.317252     1     -4.042452
   6    -11.302825     1    -26.623512     2    -26.623512     4    -11.317252     1     -0.000051
   6    -11.302825     1    -26.623512     2    -26.623512     5    -11.302825     1      4.330145
   6    -11.302825     1    -26.623512     2    -26.623512     6    -11.302825     1     -2.339442
   6    -11.302825     1    -26.623512     2    -26.623512     7     -4.228309     1      2.549671
   6    -11.302825     1    -26.623512     2    -26.623512     8     -4.228309     1      2.715405
   6    -11.302825     1    -26.623512     3    -11.317252     1    -26.623512     1     -0.000051
   6    -11.302825     1    -26.623512     3    -11.317252     2    -26.623512     1      4.042452
   6    -11.302825     1    -26.623512     3    -11.317252     4    -11.317252     1      3.153256
   6    -11.302825     1    -26.623512     3    -11.317252     5    -11.302825     1      1.824956
   6    -11.302825     1    -26.623512     3    -11.317252     6    -11.302825     1      2.727196
   6    -11.302825     1    -26.623512     3    -11.317252     7     -4.228309     1     -2.179461
   6    -11.302825     1    -26.623512     3    -11.317252     8     -4.228309     1      1.647061
   6    -11.302825     1    -26.623512     4    -11.317252     1    -26.623512     1      4.042452
   6    -11.302825     1    -26.623512     4    -11.317252     2    -26.623512     1      0.000051
   6    -11.302825     1    -26.623512     4    -11.317252     3    -11.317252     1     -3.153256
