,i,j,k,l,V_ijkl
0,0,1,1,0,-0.2
1,2,3,1,0,-0.2
2,4,5,1,0,-0.2
3,0,1,3,2,-0.2
4,2,3,3,2,-0.2
5,4,5,3,2,-0.2
6,0,1,5,4,-0.2
7,2,3,5,4,-0.2
8,4,5,5,4,-0.2
9,6,7,7,6,-0.2308
10,8,9,7,6,-0.2308
11,10,11,7,6,-0.2308
12,6,7,9,8,-0.2308
13,8,9,9,8,-0.2308
14,10,11,9,8,-0.2308
15,6,7,11,10,-0.2308
16,8,9,11,10,-0.2308
17,10,11,11,10,-0.2308
