,i,j,k,l,V_ijkl
0,0.0,1.0,0.0,1.0,6.422296
1,1.0,0.0,0.0,1.0,-6.422296
2,2.0,3.0,0.0,1.0,3.249968
3,3.0,2.0,0.0,1.0,-3.249968
4,4.0,5.0,0.0,1.0,3.266564
5,5.0,4.0,0.0,1.0,-3.266564
6,6.0,7.0,0.0,1.0,2.254103
7,7.0,6.0,0.0,1.0,-2.254103
8,0.0,1.0,1.0,0.0,-6.422296
9,1.0,0.0,1.0,0.0,6.422296
10,2.0,3.0,1.0,0.0,-3.249968
11,3.0,2.0,1.0,0.0,3.249968
12,4.0,5.0,1.0,0.0,-3.266564
13,5.0,4.0,1.0,0.0,3.266564
14,6.0,7.0,1.0,0.0,-2.254103
15,7.0,6.0,1.0,0.0,2.254103
16,0.0,1.0,2.0,3.0,3.249968
17,1.0,0.0,2.0,3.0,-3.249968
18,2.0,3.0,2.0,3.0,3.170767
19,3.0,2.0,2.0,3.0,-3.170767
20,4.0,5.0,2.0,3.0,2.133013
21,5.0,4.0,2.0,3.0,-2.133013
22,6.0,7.0,2.0,3.0,2.034501
23,7.0,6.0,2.0,3.0,-2.034501
24,0.0,1.0,3.0,2.0,-3.249968
25,1.0,0.0,3.0,2.0,3.249968
26,2.0,3.0,3.0,2.0,-3.170767
27,3.0,2.0,3.0,2.0,3.170767
28,4.0,5.0,3.0,2.0,-2.133013
29,5.0,4.0,3.0,2.0,2.133013
30,6.0,7.0,3.0,2.0,-2.034501
31,7.0,6.0,3.0,2.0,2.034501
32,0.0,1.0,4.0,5.0,3.266564
33,1.0,0.0,4.0,5.0,-3.266564
34,2.0,3.0,4.0,5.0,2.133013
35,3.0,2.0,4.0,5.0,-2.133013
36,4.0,5.0,4.0,5.0,3.151998
37,5.0,4.0,4.0,5.0,-3.151998
38,6.0,7.0,4.0,5.0,2.061992
39,7.0,6.0,4.0,5.0,-2.061992
40,0.0,1.0,5.0,4.0,-3.266564
41,1.0,0.0,5.0,4.0,3.266564
42,2.0,3.0,5.0,4.0,-2.133013
43,3.0,2.0,5.0,4.0,2.133013
44,4.0,5.0,5.0,4.0,-3.151998
45,5.0,4.0,5.0,4.0,3.151998
46,6.0,7.0,5.0,4.0,-2.061992
47,7.0,6.0,5.0,4.0,2.061992
48,0.0,1.0,6.0,7.0,2.254103
49,1.0,0.0,6.0,7.0,-2.254103
50,2.0,3.0,6.0,7.0,2.034501
51,3.0,2.0,6.0,7.0,-2.034501
52,4.0,5.0,6.0,7.0,2.061992
53,5.0,4.0,6.0,7.0,-2.061992
54,6.0,7.0,6.0,7.0,1.671027
55,7.0,6.0,6.0,7.0,-1.671027
56,0.0,1.0,7.0,6.0,-2.254103
57,1.0,0.0,7.0,6.0,2.254103
58,2.0,3.0,7.0,6.0,-2.034501
59,3.0,2.0,7.0,6.0,2.034501
60,4.0,5.0,7.0,6.0,-2.061992
61,5.0,4.0,7.0,6.0,2.061992
62,6.0,7.0,7.0,6.0,-1.671027
63,7.0,6.0,7.0,6.0,1.671027
64,8.0,9.0,8.0,9.0,6.322075
65,9.0,8.0,8.0,9.0,-6.322075
66,10.0,11.0,8.0,9.0,3.192574
67,11.0,10.0,8.0,9.0,-3.192574
68,12.0,13.0,8.0,9.0,3.20918
69,13.0,12.0,8.0,9.0,-3.20918
70,14.0,15.0,8.0,9.0,2.174688
71,15.0,14.0,8.0,9.0,-2.174688
72,8.0,9.0,9.0,8.0,-6.322075
73,9.0,8.0,9.0,8.0,6.322075
74,10.0,11.0,9.0,8.0,-3.192574
75,11.0,10.0,9.0,8.0,3.192574
76,12.0,13.0,9.0,8.0,-3.20918
77,13.0,12.0,9.0,8.0,3.20918
