,i,j,k,l,V_ijkl
0,0.0,1.0,1.0,0.0,-0.067
1,2.0,3.0,1.0,0.0,-0.067
2,4.0,5.0,1.0,0.0,-0.067
3,2.0,3.0,3.0,2.0,-0.067
4,4.0,5.0,3.0,2.0,-0.067
5,4.0,5.0,5.0,4.0,-0.067
