,q_i1,q_i2,q_f1,q_f2,V_ffii
0,1,0,0,1,-12.94188
1,1,0,2,3,-6.39249
2,1,0,4,5,-6.35638
3,1,0,6,7,-4.58379
4,3,2,2,3,-6.16694
5,3,2,4,5,-4.10379
6,3,2,6,7,-4.07015
7,5,4,4,5,-6.14212
8,5,4,6,7,-4.0766
9,7,6,6,7,-3.37429
10,9,8,8,9,-12.74288
11,9,8,10,11,-6.28362
12,9,8,12,13,-6.24825
13,9,8,14,15,-4.44266
14,11,10,10,11,-6.04269
15,11,10,12,13,-4.02106
16,11,10,14,15,-3.93955
17,13,12,12,13,-6.01823
18,13,12,14,15,-3.94572
19,15,14,14,15,-3.23329
