,i,j,k,l,V_ijkl
70,14.0,15.0,8.0,9.0,4.997489
71,15.0,14.0,8.0,9.0,-4.997489
72,8.0,9.0,9.0,8.0,-11.853544
73,9.0,8.0,9.0,8.0,11.853544
74,10.0,11.0,9.0,8.0,-6.230142
75,11.0,10.0,9.0,8.0,6.230142
76,12.0,13.0,9.0,8.0,-6.237393
77,13.0,12.0,9.0,8.0,6.237393
78,14.0,15.0,9.0,8.0,-4.997489
79,15.0,14.0,9.0,8.0,4.997489
80,8.0,9.0,10.0,11.0,6.230142
81,9.0,8.0,10.0,11.0,-6.230142
82,10.0,11.0,10.0,11.0,6.265508
83,11.0,10.0,10.0,11.0,-6.265508
84,12.0,13.0,10.0,11.0,4.184882
85,13.0,12.0,10.0,11.0,-4.184882
86,14.0,15.0,10.0,11.0,4.506257
87,15.0,14.0,10.0,11.0,-4.506257
88,8.0,9.0,11.0,10.0,-6.230142
89,9.0,8.0,11.0,10.0,6.230142
90,10.0,11.0,11.0,10.0,-6.265508
91,11.0,10.0,11.0,10.0,6.265508
92,12.0,13.0,11.0,10.0,-4.184882
93,13.0,12.0,11.0,10.0,4.184882
94,14.0,15.0,11.0,10.0,-4.506257
95,15.0,14.0,11.0,10.0,4.506257
96,8.0,9.0,12.0,13.0,6.237393
97,9.0,8.0,12.0,13.0,-6.237393
98,10.0,11.0,12.0,13.0,4.184882
99,11.0,10.0,12.0,13.0,-4.184882
100,12.0,13.0,12.0,13.0,6.255531
101,13.0,12.0,12.0,13.0,-6.255531
102,14.0,15.0,12.0,13.0,4.519346
103,15.0,14.0,12.0,13.0,-4.519346
104,8.0,9.0,13.0,12.0,-6.237393
105,9.0,8.0,13.0,12.0,6.237393
106,10.0,11.0,13.0,12.0,-4.184882
107,11.0,10.0,13.0,12.0,4.184882
108,12.0,13.0,13.0,12.0,-6.255531
109,13.0,12.0,13.0,12.0,6.255531
110,14.0,15.0,13.0,12.0,-4.519346
111,15.0,14.0,13.0,12.0,4.519346
112,8.0,9.0,14.0,15.0,4.997489
113,9.0,8.0,14.0,15.0,-4.997489
114,10.0,11.0,14.0,15.0,4.506257
115,11.0,10.0,14.0,15.0,-4.506257
116,12.0,13.0,14.0,15.0,4.519346
117,13.0,12.0,14.0,15.0,-4.519346
118,14.0,15.0,14.0,15.0,3.99019
119,15.0,14.0,14.0,15.0,-3.99019
120,8.0,9.0,15.0,14.0,-4.997489
121,9.0,8.0,15.0,14.0,4.997489
122,10.0,11.0,15.0,14.0,-4.506257
123,11.0,10.0,15.0,14.0,4.506257
124,12.0,13.0,15.0,14.0,-4.519346
125,13.0,12.0,15.0,14.0,4.519346
126,14.0,15.0,15.0,14.0,-3.99019
127,15.0,14.0,15.0,14.0,3.99019
