,i,j,k,l,V_ijkl
0,0,1,1,0,-0.008
1,2,3,1,0,-0.008
2,4,5,1,0,-0.008
3,2,3,3,2,-0.008
4,4,5,3,2,-0.008
5,4,5,5,4,-0.008
