,i,j,k,l,V_ijkl
65,9.0,8.0,8.0,9.0,-5.975675
66,10.0,11.0,8.0,9.0,3.140024
67,11.0,10.0,8.0,9.0,-3.140024
68,12.0,13.0,8.0,9.0,3.148977
69,13.0,12.0,8.0,9.0,-3.148977
70,14.0,15.0,8.0,9.0,2.515066
71,15.0,14.0,8.0,9.0,-2.515066
72,8.0,9.0,9.0,8.0,-5.975675
73,9.0,8.0,9.0,8.0,5.975675
74,10.0,11.0,9.0,8.0,-3.140024
75,11.0,10.0,9.0,8.0,3.140024
76,12.0,13.0,9.0,8.0,-3.148977
77,13.0,12.0,9.0,8.0,3.148977
78,14.0,15.0,9.0,8.0,-2.515066
79,15.0,14.0,9.0,8.0,2.515066
80,8.0,9.0,10.0,11.0,3.140024
81,9.0,8.0,10.0,11.0,-3.140024
82,10.0,11.0,10.0,11.0,3.161346
83,11.0,10.0,10.0,11.0,-3.161346
84,12.0,13.0,10.0,11.0,2.115773
85,13.0,12.0,10.0,11.0,-2.115773
86,14.0,15.0,10.0,11.0,2.267738
87,15.0,14.0,10.0,11.0,-2.267738
88,8.0,9.0,11.0,10.0,-3.140024
89,9.0,8.0,11.0,10.0,3.140024
90,10.0,11.0,11.0,10.0,-3.161346
91,11.0,10.0,11.0,10.0,3.161346
92,12.0,13.0,11.0,10.0,-2.115773
93,13.0,12.0,11.0,10.0,2.115773
94,14.0,15.0,11.0,10.0,-2.267738
95,15.0,14.0,11.0,10.0,2.267738
96,8.0,9.0,12.0,13.0,3.148977
97,9.0,8.0,12.0,13.0,-3.148977
98,10.0,11.0,12.0,13.0,2.115773
99,11.0,10.0,12.0,13.0,-2.115773
100,12.0,13.0,12.0,13.0,3.153573
101,13.0,12.0,12.0,13.0,-3.153573
102,14.0,15.0,12.0,13.0,2.281926
103,15.0,14.0,12.0,13.0,-2.281926
104,8.0,9.0,13.0,12.0,-3.148977
105,9.0,8.0,13.0,12.0,3.148977
106,10.0,11.0,13.0,12.0,-2.115773
107,11.0,10.0,13.0,12.0,2.115773
108,12.0,13.0,13.0,12.0,-3.153573
109,13.0,12.0,13.0,12.0,3.153573
110,14.0,15.0,13.0,12.0,-2.281926
111,15.0,14.0,13.0,12.0,2.281926
112,8.0,9.0,14.0,15.0,2.515066
113,9.0,8.0,14.0,15.0,-2.515066
114,10.0,11.0,14.0,15.0,2.267738
115,11.0,10.0,14.0,15.0,-2.267738
116,12.0,13.0,14.0,15.0,2.281926
117,13.0,12.0,14.0,15.0,-2.281926
118,14.0,15.0,14.0,15.0,2.009514
119,15.0,14.0,14.0,15.0,-2.009514
120,8.0,9.0,15.0,14.0,-2.515066
121,9.0,8.0,15.0,14.0,2.515066
122,10.0,11.0,15.0,14.0,-2.267738
123,11.0,10.0,15.0,14.0,2.267738
124,12.0,13.0,15.0,14.0,-2.281926
125,13.0,12.0,15.0,14.0,2.281926
126,14.0,15.0,15.0,14.0,-2.009514
127,15.0,14.0,15.0,14.0,2.009514
