,i,j,k,l,V_ijkl
0,0,1,1,0,-0.385
1,2,3,1,0,-0.385
2,4,5,1,0,-0.385
3,2,3,3,2,-0.385
4,4,5,3,2,-0.385
5,4,5,5,4,-0.385
