,q_i1,q_i2,q_f1,q_f2,V_ffii
0,1.0,0.0,0.0,1.0,-12.81041
1,7.0,6.0,0.0,1.0,-4.50338
2,5.0,4.0,2.0,3.0,-4.23535
3,5.0,4.0,4.0,5.0,-6.32945
4,1.0,0.0,6.0,7.0,-4.50338
5,7.0,6.0,6.0,7.0,-3.33847
6,11.0,10.0,8.0,9.0,-6.38767
7,9.0,8.0,8.0,9.0,-12.60914
8,15.0,14.0,8.0,9.0,-4.34702
9,11.0,10.0,10.0,11.0,-6.20872
10,9.0,8.0,10.0,11.0,-6.38767
11,15.0,14.0,10.0,11.0,-3.94303
12,13.0,12.0,12.0,13.0,-6.20048
13,9.0,8.0,14.0,15.0,-4.34702
14,11.0,10.0,14.0,15.0,-3.94303
15,15.0,14.0,14.0,15.0,-3.17917
