,i,j,k,l,V_ijkl
0,0,1,1,0,-0.8
1,2,3,1,0,-0.8
2,4,5,1,0,-0.8
3,6,7,1,0,-0.8
4,2,3,3,2,-0.8
5,4,5,3,2,-0.8
6,6,7,3,2,-0.8
7,4,5,5,4,-0.8
8,6,7,5,4,-0.8
9,6,7,7,6,-0.8
10,8,9,9,8,-0.8
11,10,11,9,8,-0.8
12,12,13,9,8,-0.8
13,14,15,9,8,-0.8
14,10,11,11,10,-0.8
15,12,13,11,10,-0.8
16,14,15,11,10,-0.8
17,12,13,13,12,-0.8
18,14,15,13,12,-0.8
19,14,15,15,14,-0.8
