,q_i1,q_i2,q_f1,q_f2,V_ffii,hf_lvl_i1,iso_i1,hf_lvl_i2,iso_i2,hf_lvl_f1,iso_f1,hf_lvl_f2,iso_f2
248,3.0,4.0,0.0,5.0,-0.194509,6.0,1.0,7.0,1.0,3.0,1.0,8.0,1.0
249,3.0,4.0,3.0,4.0,-2.61738,6.0,1.0,7.0,1.0,6.0,1.0,7.0,1.0
250,3.0,4.0,5.0,6.0,-2.250437,6.0,1.0,7.0,1.0,8.0,1.0,9.0,1.0
251,3.0,5.0,3.0,5.0,-0.537903,6.0,1.0,8.0,1.0,6.0,1.0,8.0,1.0
252,3.0,6.0,0.0,3.0,-1.639453,6.0,1.0,9.0,1.0,3.0,1.0,6.0,1.0
253,3.0,6.0,3.0,6.0,-5.651187,6.0,1.0,9.0,1.0,6.0,1.0,9.0,1.0
254,3.0,7.0,0.0,6.0,-0.826721,6.0,1.0,10.0,1.0,3.0,1.0,9.0,1.0
255,3.0,7.0,1.0,3.0,0.911852,6.0,1.0,10.0,1.0,4.0,1.0,6.0,1.0
256,3.0,7.0,3.0,7.0,-0.217671,6.0,1.0,10.0,1.0,6.0,1.0,10.0,1.0
257,3.0,8.0,0.0,10.0,0.241316,6.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0
258,3.0,8.0,3.0,8.0,-0.240861,6.0,1.0,3.0,2.0,6.0,1.0,3.0,2.0
259,3.0,8.0,3.0,15.0,0.800474,6.0,1.0,3.0,2.0,6.0,1.0,10.0,2.0
260,3.0,8.0,6.0,10.0,-0.80762,6.0,1.0,3.0,2.0,9.0,1.0,5.0,2.0
261,3.0,9.0,0.0,8.0,-0.000947,6.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0
262,3.0,9.0,0.0,15.0,-1.734336,6.0,1.0,4.0,2.0,3.0,1.0,10.0,2.0
263,3.0,9.0,1.0,10.0,1.941916,6.0,1.0,4.0,2.0,4.0,1.0,5.0,2.0
264,3.0,9.0,3.0,9.0,-1.941286,6.0,1.0,4.0,2.0,6.0,1.0,4.0,2.0
265,3.0,9.0,3.0,14.0,-0.445327,6.0,1.0,4.0,2.0,6.0,1.0,9.0,2.0
266,3.0,9.0,5.0,12.0,0.006751,6.0,1.0,4.0,2.0,8.0,1.0,7.0,2.0
267,3.0,9.0,6.0,8.0,1.749371,6.0,1.0,4.0,2.0,9.0,1.0,3.0,2.0
268,3.0,9.0,6.0,15.0,-0.002473,6.0,1.0,4.0,2.0,9.0,1.0,10.0,2.0
269,3.0,9.0,7.0,10.0,0.451285,6.0,1.0,4.0,2.0,10.0,1.0,5.0,2.0
270,3.0,10.0,3.0,10.0,-1e-06,6.0,1.0,5.0,2.0,6.0,1.0,5.0,2.0
271,3.0,11.0,0.0,9.0,2.183231,6.0,1.0,6.0,2.0,3.0,1.0,4.0,2.0
272,3.0,11.0,0.0,14.0,-0.357497,6.0,1.0,6.0,2.0,3.0,1.0,9.0,2.0
273,3.0,11.0,1.0,8.0,-2.183231,6.0,1.0,6.0,2.0,4.0,1.0,3.0,2.0
274,3.0,11.0,1.0,15.0,0.357497,6.0,1.0,6.0,2.0,4.0,1.0,10.0,2.0
275,3.0,11.0,2.0,10.0,3.941769,6.0,1.0,6.0,2.0,5.0,1.0,5.0,2.0
276,3.0,11.0,3.0,11.0,-3.941769,6.0,1.0,6.0,2.0,6.0,1.0,6.0,2.0
277,3.0,11.0,4.0,12.0,-1.553617,6.0,1.0,6.0,2.0,7.0,1.0,7.0,2.0
278,3.0,11.0,5.0,13.0,1.553617,6.0,1.0,6.0,2.0,8.0,1.0,8.0,2.0
279,3.0,11.0,6.0,9.0,-0.355424,6.0,1.0,6.0,2.0,9.0,1.0,4.0,2.0
280,3.0,11.0,6.0,14.0,2.879957,6.0,1.0,6.0,2.0,9.0,1.0,9.0,2.0
281,3.0,11.0,7.0,8.0,0.355424,6.0,1.0,6.0,2.0,10.0,1.0,3.0,2.0
282,3.0,11.0,7.0,15.0,-2.879957,6.0,1.0,6.0,2.0,10.0,1.0,10.0,2.0
283,3.0,12.0,3.0,12.0,-0.259363,6.0,1.0,7.0,2.0,6.0,1.0,7.0,2.0
284,3.0,12.0,5.0,10.0,0.263392,6.0,1.0,7.0,2.0,8.0,1.0,5.0,2.0
285,3.0,13.0,0.0,12.0,-0.102702,6.0,1.0,8.0,2.0,3.0,1.0,7.0,2.0
286,3.0,13.0,3.0,13.0,-1.287347,6.0,1.0,8.0,2.0,6.0,1.0,8.0,2.0
287,3.0,13.0,4.0,10.0,1.290222,6.0,1.0,8.0,2.0,7.0,1.0,5.0,2.0
288,3.0,13.0,5.0,8.0,0.0996,6.0,1.0,8.0,2.0,8.0,1.0,3.0,2.0
289,3.0,13.0,5.0,15.0,-1.099741,6.0,1.0,8.0,2.0,8.0,1.0,10.0,2.0
290,3.0,13.0,6.0,12.0,1.105403,6.0,1.0,8.0,2.0,9.0,1.0,7.0,2.0
291,3.0,14.0,0.0,8.0,-0.000235,6.0,1.0,9.0,2.0,3.0,1.0,3.0,2.0
292,3.0,14.0,0.0,15.0,-0.400754,6.0,1.0,9.0,2.0,3.0,1.0,10.0,2.0
293,3.0,14.0,1.0,10.0,0.44546,6.0,1.0,9.0,2.0,4.0,1.0,5.0,2.0
294,3.0,14.0,3.0,9.0,-0.445327,6.0,1.0,9.0,2.0,6.0,1.0,4.0,2.0
295,3.0,14.0,3.0,14.0,-0.104837,6.0,1.0,9.0,2.0,6.0,1.0,9.0,2.0
296,3.0,14.0,5.0,12.0,0.001518,6.0,1.0,9.0,2.0,8.0,1.0,7.0,2.0
297,3.0,14.0,6.0,8.0,0.404213,6.0,1.0,9.0,2.0,9.0,1.0,3.0,2.0
298,3.0,14.0,6.0,15.0,-0.000558,6.0,1.0,9.0,2.0,9.0,1.0,10.0,2.0
299,3.0,14.0,7.0,10.0,0.106192,6.0,1.0,9.0,2.0,10.0,1.0,5.0,2.0
300,3.0,15.0,0.0,10.0,-0.802055,6.0,1.0,10.0,2.0,3.0,1.0,5.0,2.0
301,3.0,15.0,3.0,8.0,0.800474,6.0,1.0,10.0,2.0,6.0,1.0,3.0,2.0
302,3.0,15.0,3.0,15.0,-2.749444,6.0,1.0,10.0,2.0,6.0,1.0,10.0,2.0
303,3.0,15.0,6.0,10.0,2.773766,6.0,1.0,10.0,2.0,9.0,1.0,5.0,2.0
304,4.0,5.0,0.0,1.0,6.129595,7.0,1.0,8.0,1.0,3.0,1.0,4.0,1.0
305,4.0,5.0,0.0,7.0,0.488294,7.0,1.0,8.0,1.0,3.0,1.0,10.0,1.0
306,4.0,5.0,1.0,6.0,-0.488294,7.0,1.0,8.0,1.0,4.0,1.0,9.0,1.0
307,4.0,5.0,2.0,3.0,3.155283,7.0,1.0,8.0,1.0,5.0,1.0,6.0,1.0
308,4.0,5.0,4.0,5.0,-7.132909,7.0,1.0,8.0,1.0,7.0,1.0,8.0,1.0
309,4.0,5.0,6.0,7.0,2.483847,7.0,1.0,8.0,1.0,9.0,1.0,10.0,1.0
310,4.0,6.0,0.0,4.0,0.41675,7.0,1.0,9.0,1.0,3.0,1.0,7.0,1.0
311,4.0,6.0,1.0,5.0,-0.41675,7.0,1.0,9.0,1.0,4.0,1.0,8.0,1.0
312,4.0,6.0,4.0,6.0,-0.432253,7.0,1.0,9.0,1.0,7.0,1.0,9.0,1.0
313,4.0,6.0,5.0,7.0,0.432253,7.0,1.0,9.0,1.0,8.0,1.0,10.0,1.0
314,4.0,7.0,1.0,4.0,0.071544,7.0,1.0,10.0,1.0,4.0,1.0,7.0,1.0
315,4.0,7.0,2.0,5.0,-2.250437,7.0,1.0,10.0,1.0,5.0,1.0,8.0,1.0
316,4.0,7.0,4.0,7.0,-2.051594,7.0,1.0,10.0,1.0,7.0,1.0,10.0,1.0
317,4.0,8.0,0.0,13.0,2.660645,7.0,1.0,3.0,2.0,3.0,1.0,8.0,2.0
318,4.0,8.0,1.0,12.0,-2.660645,7.0,1.0,3.0,2.0,4.0,1.0,7.0,2.0
319,4.0,8.0,4.0,8.0,-2.707159,7.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0
320,4.0,8.0,4.0,15.0,-0.200886,7.0,1.0,3.0,2.0,7.0,1.0,10.0,2.0
321,4.0,8.0,5.0,9.0,2.707159,7.0,1.0,3.0,2.0,8.0,1.0,4.0,2.0
322,4.0,8.0,5.0,14.0,0.200886,7.0,1.0,3.0,2.0,8.0,1.0,9.0,2.0
323,4.0,8.0,6.0,13.0,0.203532,7.0,1.0,3.0,2.0,9.0,1.0,8.0,2.0
324,4.0,8.0,7.0,12.0,-0.203532,7.0,1.0,3.0,2.0,10.0,1.0,7.0,2.0
325,4.0,9.0,1.0,13.0,0.353648,7.0,1.0,4.0,2.0,4.0,1.0,8.0,2.0
326,4.0,9.0,2.0,12.0,0.0996,7.0,1.0,4.0,2.0,5.0,1.0,7.0,2.0
327,4.0,9.0,4.0,9.0,-0.355992,7.0,1.0,4.0,2.0,7.0,1.0,4.0,2.0
328,4.0,9.0,4.0,14.0,-0.040634,7.0,1.0,4.0,2.0,7.0,1.0,9.0,2.0
329,4.0,9.0,5.0,11.0,-0.089682,7.0,1.0,4.0,2.0,8.0,1.0,6.0,2.0
330,4.0,9.0,7.0,13.0,0.031961,7.0,1.0,4.0,2.0,10.0,1.0,8.0,2.0
331,4.0,10.0,0.0,12.0,0.092862,7.0,1.0,5.0,2.0,3.0,1.0,7.0,2.0
332,4.0,10.0,3.0,13.0,1.290222,7.0,1.0,5.0,2.0,6.0,1.0,8.0,2.0
333,4.0,10.0,4.0,10.0,-1.29341,7.0,1.0,5.0,2.0,7.0,1.0,5.0,2.0
334,4.0,10.0,5.0,8.0,-0.089682,7.0,1.0,5.0,2.0,8.0,1.0,3.0,2.0
335,4.0,10.0,5.0,15.0,1.105984,7.0,1.0,5.0,2.0,8.0,1.0,10.0,2.0
336,4.0,10.0,6.0,12.0,-1.111412,7.0,1.0,5.0,2.0,9.0,1.0,7.0,2.0
337,4.0,11.0,2.0,13.0,0.263392,7.0,1.0,6.0,2.0,5.0,1.0,8.0,2.0
338,4.0,11.0,4.0,11.0,-0.267484,7.0,1.0,6.0,2.0,7.0,1.0,6.0,2.0
339,4.0,12.0,0.0,9.0,3.014289,7.0,1.0,7.0,2.0,3.0,1.0,4.0,2.0
340,4.0,12.0,0.0,14.0,0.233655,7.0,1.0,7.0,2.0,3.0,1.0,9.0,2.0
341,4.0,12.0,1.0,8.0,-3.014289,7.0,1.0,7.0,2.0,4.0,1.0,3.0,2.0
342,4.0,12.0,1.0,15.0,-0.233655,7.0,1.0,7.0,2.0,4.0,1.0,10.0,2.0
343,4.0,12.0,2.0,10.0,1.553617,7.0,1.0,7.0,2.0,5.0,1.0,5.0,2.0
344,4.0,12.0,3.0,11.0,-1.553617,7.0,1.0,7.0,2.0,6.0,1.0,6.0,2.0
345,4.0,12.0,4.0,12.0,-3.493102,7.0,1.0,7.0,2.0,7.0,1.0,7.0,2.0
346,4.0,12.0,5.0,13.0,3.493102,7.0,1.0,7.0,2.0,8.0,1.0,8.0,2.0
347,4.0,12.0,6.0,9.0,0.241318,7.0,1.0,7.0,2.0,9.0,1.0,4.0,2.0
348,4.0,12.0,6.0,14.0,1.215205,7.0,1.0,7.0,2.0,9.0,1.0,9.0,2.0
349,4.0,12.0,7.0,8.0,-0.241318,7.0,1.0,7.0,2.0,10.0,1.0,3.0,2.0
350,4.0,12.0,7.0,15.0,-1.215205,7.0,1.0,7.0,2.0,10.0,1.0,10.0,2.0
351,4.0,13.0,0.0,11.0,-0.00675,7.0,1.0,8.0,2.0,3.0,1.0,6.0,2.0
352,4.0,13.0,1.0,9.0,4e-06,7.0,1.0,8.0,2.0,4.0,1.0,4.0,2.0
353,4.0,13.0,1.0,14.0,0.005771,7.0,1.0,8.0,2.0,4.0,1.0,9.0,2.0
354,4.0,13.0,2.0,8.0,0.006751,7.0,1.0,8.0,2.0,5.0,1.0,3.0,2.0
355,4.0,13.0,2.0,15.0,0.001518,7.0,1.0,8.0,2.0,5.0,1.0,10.0,2.0
356,4.0,13.0,4.0,13.0,-2.7e-05,7.0,1.0,8.0,2.0,7.0,1.0,8.0,2.0
357,4.0,13.0,6.0,11.0,-0.001539,7.0,1.0,8.0,2.0,9.0,1.0,6.0,2.0
358,4.0,13.0,7.0,9.0,-0.005825,7.0,1.0,8.0,2.0,10.0,1.0,4.0,2.0
359,4.0,13.0,7.0,14.0,8e-06,7.0,1.0,8.0,2.0,10.0,1.0,9.0,2.0
360,4.0,14.0,1.0,13.0,0.037139,7.0,1.0,9.0,2.0,4.0,1.0,8.0,2.0
361,4.0,14.0,2.0,12.0,-1.099741,7.0,1.0,9.0,2.0,5.0,1.0,7.0,2.0
362,4.0,14.0,4.0,9.0,-0.040634,7.0,1.0,9.0,2.0,7.0,1.0,4.0,2.0
363,4.0,14.0,4.0,14.0,-1.003328,7.0,1.0,9.0,2.0,7.0,1.0,9.0,2.0
364,4.0,14.0,5.0,11.0,1.105984,7.0,1.0,9.0,2.0,8.0,1.0,6.0,2.0
365,4.0,14.0,7.0,13.0,1.004959,7.0,1.0,9.0,2.0,10.0,1.0,8.0,2.0
366,4.0,15.0,0.0,13.0,0.202287,7.0,1.0,10.0,2.0,3.0,1.0,8.0,2.0
367,4.0,15.0,1.0,12.0,-0.202287,7.0,1.0,10.0,2.0,4.0,1.0,7.0,2.0
368,4.0,15.0,4.0,8.0,-0.200886,7.0,1.0,10.0,2.0,7.0,1.0,3.0,2.0
369,4.0,15.0,4.0,15.0,-0.210105,7.0,1.0,10.0,2.0,7.0,1.0,10.0,2.0
370,4.0,15.0,5.0,9.0,0.200886,7.0,1.0,10.0,2.0,8.0,1.0,4.0,2.0
371,4.0,15.0,5.0,14.0,0.210105,7.0,1.0,10.0,2.0,8.0,1.0,9.0,2.0
372,4.0,15.0,6.0,13.0,0.210253,7.0,1.0,10.0,2.0,9.0,1.0,8.0,2.0
373,4.0,15.0,7.0,12.0,-0.210253,7.0,1.0,10.0,2.0,10.0,1.0,7.0,2.0
374,5.0,6.0,0.0,5.0,0.071544,8.0,1.0,9.0,1.0,3.0,1.0,8.0,1.0
375,5.0,6.0,3.0,4.0,-2.250437,8.0,1.0,9.0,1.0,6.0,1.0,7.0,1.0
376,5.0,6.0,5.0,6.0,-2.051594,8.0,1.0,9.0,1.0,8.0,1.0,9.0,1.0
377,5.0,7.0,0.0,4.0,-0.41675,8.0,1.0,10.0,1.0,3.0,1.0,7.0,1.0
378,5.0,7.0,1.0,5.0,0.41675,8.0,1.0,10.0,1.0,4.0,1.0,8.0,1.0
379,5.0,7.0,4.0,6.0,0.432253,8.0,1.0,10.0,1.0,7.0,1.0,9.0,1.0
380,5.0,7.0,5.0,7.0,-0.432253,8.0,1.0,10.0,1.0,8.0,1.0,10.0,1.0
381,5.0,8.0,0.0,12.0,0.353648,8.0,1.0,3.0,2.0,3.0,1.0,7.0,2.0
382,5.0,8.0,3.0,13.0,0.0996,8.0,1.0,3.0,2.0,6.0,1.0,8.0,2.0
383,5.0,8.0,4.0,10.0,-0.089682,8.0,1.0,3.0,2.0,7.0,1.0,5.0,2.0
384,5.0,8.0,5.0,8.0,-0.355992,8.0,1.0,3.0,2.0,8.0,1.0,3.0,2.0
385,5.0,8.0,5.0,15.0,-0.040634,8.0,1.0,3.0,2.0,8.0,1.0,10.0,2.0
386,5.0,8.0,6.0,12.0,0.031961,8.0,1.0,3.0,2.0,9.0,1.0,7.0,2.0
387,5.0,9.0,0.0,13.0,-2.660645,8.0,1.0,4.0,2.0,3.0,1.0,8.0,2.0
388,5.0,9.0,1.0,12.0,2.660645,8.0,1.0,4.0,2.0,4.0,1.0,7.0,2.0
389,5.0,9.0,4.0,8.0,2.707159,8.0,1.0,4.0,2.0,7.0,1.0,3.0,2.0
390,5.0,9.0,4.0,15.0,0.200886,8.0,1.0,4.0,2.0,7.0,1.0,10.0,2.0
391,5.0,9.0,5.0,9.0,-2.707159,8.0,1.0,4.0,2.0,8.0,1.0,4.0,2.0
392,5.0,9.0,5.0,14.0,-0.200886,8.0,1.0,4.0,2.0,8.0,1.0,9.0,2.0
393,5.0,9.0,6.0,13.0,-0.203532,8.0,1.0,4.0,2.0,9.0,1.0,8.0,2.0
394,5.0,9.0,7.0,12.0,0.203532,8.0,1.0,4.0,2.0,10.0,1.0,7.0,2.0
395,5.0,10.0,3.0,12.0,0.263392,8.0,1.0,5.0,2.0,6.0,1.0,7.0,2.0
396,5.0,10.0,5.0,10.0,-0.267484,8.0,1.0,5.0,2.0,8.0,1.0,5.0,2.0
397,5.0,11.0,1.0,13.0,0.092862,8.0,1.0,6.0,2.0,4.0,1.0,8.0,2.0
398,5.0,11.0,2.0,12.0,1.290222,8.0,1.0,6.0,2.0,5.0,1.0,7.0,2.0
399,5.0,11.0,4.0,9.0,-0.089682,8.0,1.0,6.0,2.0,7.0,1.0,4.0,2.0
400,5.0,11.0,4.0,14.0,1.105984,8.0,1.0,6.0,2.0,7.0,1.0,9.0,2.0
401,5.0,11.0,5.0,11.0,-1.29341,8.0,1.0,6.0,2.0,8.0,1.0,6.0,2.0
402,5.0,11.0,7.0,13.0,-1.111412,8.0,1.0,6.0,2.0,10.0,1.0,8.0,2.0
403,5.0,12.0,0.0,8.0,4e-06,8.0,1.0,7.0,2.0,3.0,1.0,3.0,2.0
404,5.0,12.0,0.0,15.0,0.005771,8.0,1.0,7.0,2.0,3.0,1.0,10.0,2.0
405,5.0,12.0,1.0,10.0,-0.00675,8.0,1.0,7.0,2.0,4.0,1.0,5.0,2.0
406,5.0,12.0,3.0,9.0,0.006751,8.0,1.0,7.0,2.0,6.0,1.0,4.0,2.0
407,5.0,12.0,3.0,14.0,0.001518,8.0,1.0,7.0,2.0,6.0,1.0,9.0,2.0
408,5.0,12.0,5.0,12.0,-2.7e-05,8.0,1.0,7.0,2.0,8.0,1.0,7.0,2.0
409,5.0,12.0,6.0,8.0,-0.005825,8.0,1.0,7.0,2.0,9.0,1.0,3.0,2.0
410,5.0,12.0,6.0,15.0,8e-06,8.0,1.0,7.0,2.0,9.0,1.0,10.0,2.0
411,5.0,12.0,7.0,10.0,-0.001539,8.0,1.0,7.0,2.0,10.0,1.0,5.0,2.0
412,5.0,13.0,0.0,9.0,-3.014289,8.0,1.0,8.0,2.0,3.0,1.0,4.0,2.0
413,5.0,13.0,0.0,14.0,-0.233655,8.0,1.0,8.0,2.0,3.0,1.0,9.0,2.0
414,5.0,13.0,1.0,8.0,3.014289,8.0,1.0,8.0,2.0,4.0,1.0,3.0,2.0
415,5.0,13.0,1.0,15.0,0.233655,8.0,1.0,8.0,2.0,4.0,1.0,10.0,2.0
416,5.0,13.0,2.0,10.0,-1.553617,8.0,1.0,8.0,2.0,5.0,1.0,5.0,2.0
417,5.0,13.0,3.0,11.0,1.553617,8.0,1.0,8.0,2.0,6.0,1.0,6.0,2.0
418,5.0,13.0,4.0,12.0,3.493102,8.0,1.0,8.0,2.0,7.0,1.0,7.0,2.0
419,5.0,13.0,5.0,13.0,-3.493102,8.0,1.0,8.0,2.0,8.0,1.0,8.0,2.0
420,5.0,13.0,6.0,9.0,-0.241318,8.0,1.0,8.0,2.0,9.0,1.0,4.0,2.0
421,5.0,13.0,6.0,14.0,-1.215205,8.0,1.0,8.0,2.0,9.0,1.0,9.0,2.0
422,5.0,13.0,7.0,8.0,0.241318,8.0,1.0,8.0,2.0,10.0,1.0,3.0,2.0
423,5.0,13.0,7.0,15.0,1.215205,8.0,1.0,8.0,2.0,10.0,1.0,10.0,2.0
424,5.0,14.0,0.0,13.0,-0.202287,8.0,1.0,9.0,2.0,3.0,1.0,8.0,2.0
425,5.0,14.0,1.0,12.0,0.202287,8.0,1.0,9.0,2.0,4.0,1.0,7.0,2.0
426,5.0,14.0,4.0,8.0,0.200886,8.0,1.0,9.0,2.0,7.0,1.0,3.0,2.0
427,5.0,14.0,4.0,15.0,0.210105,8.0,1.0,9.0,2.0,7.0,1.0,10.0,2.0
428,5.0,14.0,5.0,9.0,-0.200886,8.0,1.0,9.0,2.0,8.0,1.0,4.0,2.0
429,5.0,14.0,5.0,14.0,-0.210105,8.0,1.0,9.0,2.0,8.0,1.0,9.0,2.0
430,5.0,14.0,6.0,13.0,-0.210253,8.0,1.0,9.0,2.0,9.0,1.0,8.0,2.0
431,5.0,14.0,7.0,12.0,0.210253,8.0,1.0,9.0,2.0,10.0,1.0,7.0,2.0
432,5.0,15.0,0.0,12.0,0.037139,8.0,1.0,10.0,2.0,3.0,1.0,7.0,2.0
433,5.0,15.0,3.0,13.0,-1.099741,8.0,1.0,10.0,2.0,6.0,1.0,8.0,2.0
434,5.0,15.0,4.0,10.0,1.105984,8.0,1.0,10.0,2.0,7.0,1.0,5.0,2.0
435,5.0,15.0,5.0,8.0,-0.040634,8.0,1.0,10.0,2.0,8.0,1.0,3.0,2.0
436,5.0,15.0,5.0,15.0,-1.003328,8.0,1.0,10.0,2.0,8.0,1.0,10.0,2.0
437,5.0,15.0,6.0,12.0,1.004959,8.0,1.0,10.0,2.0,9.0,1.0,7.0,2.0
438,6.0,7.0,0.0,1.0,-3.565626,9.0,1.0,10.0,1.0,3.0,1.0,4.0,1.0
439,6.0,7.0,0.0,7.0,0.474366,9.0,1.0,10.0,1.0,3.0,1.0,10.0,1.0
440,6.0,7.0,1.0,6.0,-0.474366,9.0,1.0,10.0,1.0,4.0,1.0,9.0,1.0
441,6.0,7.0,2.0,3.0,-5.868858,9.0,1.0,10.0,1.0,5.0,1.0,6.0,1.0
442,6.0,7.0,4.0,5.0,2.483847,9.0,1.0,10.0,1.0,7.0,1.0,8.0,1.0
443,6.0,7.0,6.0,7.0,-4.618249,9.0,1.0,10.0,1.0,9.0,1.0,10.0,1.0
444,6.0,8.0,0.0,8.0,0.000826,9.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0
445,6.0,8.0,0.0,15.0,1.583361,9.0,1.0,3.0,2.0,3.0,1.0,10.0,2.0
446,6.0,8.0,1.0,10.0,-1.750167,9.0,1.0,3.0,2.0,4.0,1.0,5.0,2.0
447,6.0,8.0,3.0,9.0,1.749371,9.0,1.0,3.0,2.0,6.0,1.0,4.0,2.0
448,6.0,8.0,3.0,14.0,0.404213,9.0,1.0,3.0,2.0,6.0,1.0,9.0,2.0
449,6.0,8.0,5.0,12.0,-0.005825,9.0,1.0,3.0,2.0,8.0,1.0,7.0,2.0
450,6.0,8.0,6.0,8.0,-1.596768,9.0,1.0,3.0,2.0,9.0,1.0,3.0,2.0
451,6.0,8.0,6.0,15.0,0.002293,9.0,1.0,3.0,2.0,9.0,1.0,10.0,2.0
452,6.0,8.0,7.0,10.0,-0.409591,9.0,1.0,3.0,2.0,10.0,1.0,5.0,2.0
453,6.0,9.0,0.0,9.0,-0.546812,9.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0
454,6.0,9.0,0.0,14.0,-0.170404,9.0,1.0,4.0,2.0,3.0,1.0,9.0,2.0
455,6.0,9.0,1.0,8.0,0.546812,9.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0
456,6.0,9.0,1.0,15.0,0.170404,9.0,1.0,4.0,2.0,4.0,1.0,10.0,2.0
457,6.0,9.0,2.0,10.0,0.355424,9.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0
458,6.0,9.0,3.0,11.0,-0.355424,9.0,1.0,4.0,2.0,6.0,1.0,6.0,2.0
459,6.0,9.0,4.0,12.0,0.241318,9.0,1.0,4.0,2.0,7.0,1.0,7.0,2.0
460,6.0,9.0,5.0,13.0,-0.241318,9.0,1.0,4.0,2.0,8.0,1.0,8.0,2.0
461,6.0,9.0,6.0,9.0,-0.172623,9.0,1.0,4.0,2.0,9.0,1.0,4.0,2.0
462,6.0,9.0,6.0,14.0,0.229895,9.0,1.0,4.0,2.0,9.0,1.0,9.0,2.0
463,6.0,9.0,7.0,8.0,0.172623,9.0,1.0,4.0,2.0,10.0,1.0,3.0,2.0
464,6.0,9.0,7.0,15.0,-0.229895,9.0,1.0,4.0,2.0,10.0,1.0,10.0,2.0
465,6.0,10.0,0.0,10.0,0.809214,9.0,1.0,5.0,2.0,3.0,1.0,5.0,2.0
466,6.0,10.0,3.0,8.0,-0.80762,9.0,1.0,5.0,2.0,6.0,1.0,3.0,2.0
467,6.0,10.0,3.0,15.0,2.773766,9.0,1.0,5.0,2.0,6.0,1.0,10.0,2.0
468,6.0,10.0,6.0,10.0,-2.798305,9.0,1.0,5.0,2.0,9.0,1.0,5.0,2.0
469,6.0,11.0,0.0,11.0,-0.451421,9.0,1.0,6.0,2.0,3.0,1.0,6.0,2.0
470,6.0,11.0,1.0,9.0,0.000238,9.0,1.0,6.0,2.0,4.0,1.0,4.0,2.0
471,6.0,11.0,1.0,14.0,0.406087,9.0,1.0,6.0,2.0,4.0,1.0,9.0,2.0
472,6.0,11.0,2.0,8.0,0.451285,9.0,1.0,6.0,2.0,5.0,1.0,3.0,2.0
473,6.0,11.0,2.0,15.0,0.106192,9.0,1.0,6.0,2.0,5.0,1.0,10.0,2.0
474,6.0,11.0,4.0,13.0,-0.001539,9.0,1.0,6.0,2.0,7.0,1.0,8.0,2.0
475,6.0,11.0,6.0,11.0,-0.107566,9.0,1.0,6.0,2.0,9.0,1.0,6.0,2.0
476,6.0,11.0,7.0,9.0,-0.409591,9.0,1.0,6.0,2.0,10.0,1.0,4.0,2.0
477,6.0,11.0,7.0,14.0,0.000566,9.0,1.0,6.0,2.0,10.0,1.0,9.0,2.0
478,6.0,12.0,0.0,12.0,-0.02851,9.0,1.0,7.0,2.0,3.0,1.0,7.0,2.0
479,6.0,12.0,3.0,13.0,1.105403,9.0,1.0,7.0,2.0,6.0,1.0,8.0,2.0
480,6.0,12.0,4.0,10.0,-1.111412,9.0,1.0,7.0,2.0,7.0,1.0,5.0,2.0
481,6.0,12.0,5.0,8.0,0.031961,9.0,1.0,7.0,2.0,8.0,1.0,3.0,2.0
482,6.0,12.0,5.0,15.0,1.004959,9.0,1.0,7.0,2.0,8.0,1.0,10.0,2.0
483,6.0,12.0,6.0,12.0,-1.006818,9.0,1.0,7.0,2.0,9.0,1.0,7.0,2.0
484,6.0,13.0,0.0,13.0,-0.204933,9.0,1.0,8.0,2.0,3.0,1.0,8.0,2.0
485,6.0,13.0,1.0,12.0,0.204933,9.0,1.0,8.0,2.0,4.0,1.0,7.0,2.0
486,6.0,13.0,4.0,8.0,0.203532,9.0,1.0,8.0,2.0,7.0,1.0,3.0,2.0
487,6.0,13.0,4.0,15.0,0.210253,9.0,1.0,8.0,2.0,7.0,1.0,10.0,2.0
488,6.0,13.0,5.0,9.0,-0.203532,9.0,1.0,8.0,2.0,8.0,1.0,4.0,2.0
489,6.0,13.0,5.0,14.0,-0.210253,9.0,1.0,8.0,2.0,8.0,1.0,9.0,2.0
490,6.0,13.0,6.0,13.0,-0.210414,9.0,1.0,8.0,2.0,9.0,1.0,8.0,2.0
491,6.0,13.0,7.0,12.0,0.210414,9.0,1.0,8.0,2.0,10.0,1.0,7.0,2.0
492,6.0,14.0,0.0,9.0,-1.753766,9.0,1.0,9.0,2.0,3.0,1.0,4.0,2.0
493,6.0,14.0,0.0,14.0,0.232045,9.0,1.0,9.0,2.0,3.0,1.0,9.0,2.0
494,6.0,14.0,1.0,8.0,1.753766,9.0,1.0,9.0,2.0,4.0,1.0,3.0,2.0
495,6.0,14.0,1.0,15.0,-0.232045,9.0,1.0,9.0,2.0,4.0,1.0,10.0,2.0
496,6.0,14.0,2.0,10.0,-2.879957,9.0,1.0,9.0,2.0,5.0,1.0,5.0,2.0
497,6.0,14.0,3.0,11.0,2.879957,9.0,1.0,9.0,2.0,6.0,1.0,6.0,2.0
